,rt_high_95,rt_low_95,rt_most_likely,rt_most_likely_growth,rt_most_likely_mavg,rt_most_likely_mavg_100k,last_updated,state_num_id,data_last_refreshed,state_id
0,7.84,0.67,3.0,estabilizando,,,2020-03-26,11,2020-12-14 12:37:51,RO
1,7.13,0.66,2.9,estabilizando,,,2020-03-27,11,2020-12-14 12:37:51,RO
2,6.66,0.67,2.82,estabilizando,,,2020-03-28,11,2020-12-14 12:37:51,RO
3,6.3100000000000005,0.68,2.75,estabilizando,,,2020-03-29,11,2020-12-14 12:37:51,RO
4,6.03,0.68,2.69,estabilizando,,,2020-03-30,11,2020-12-14 12:37:51,RO
5,5.8,0.68,2.63,estabilizando,,,2020-03-31,11,2020-12-14 12:37:51,RO
6,5.59,0.66,2.58,estabilizando,2.8,2.8,2020-04-01,11,2020-12-14 12:37:51,RO
7,5.43,0.67,2.53,estabilizando,2.7,2.7,2020-04-02,11,2020-12-14 12:37:51,RO
8,5.32,0.71,2.49,estabilizando,2.6,2.6,2020-04-03,11,2020-12-14 12:37:51,RO
9,5.13,0.64,2.45,estabilizando,2.6,2.6,2020-04-04,11,2020-12-14 12:37:51,RO
10,5.03,0.66,2.42,estabilizando,2.5,2.5,2020-04-05,11,2020-12-14 12:37:51,RO
11,4.96,0.7000000000000001,2.38,estabilizando,2.5,2.5,2020-04-06,11,2020-12-14 12:37:51,RO
12,5.04,0.7000000000000001,2.52,estabilizando,2.5,2.5,2020-04-07,11,2020-12-14 12:37:51,RO
13,4.8500000000000005,0.7000000000000001,2.45,estabilizando,2.5,2.5,2020-04-08,11,2020-12-14 12:37:51,RO
14,4.9,0.78,2.5500000000000003,estabilizando,2.5,2.5,2020-04-09,11,2020-12-14 12:37:51,RO
15,4.68,0.78,2.45,estabilizando,2.5,2.5,2020-04-10,11,2020-12-14 12:37:51,RO
16,4.48,0.76,2.37,estabilizando,2.4,2.4,2020-04-11,11,2020-12-14 12:37:51,RO
17,4.45,0.79,2.43,estabilizando,2.4,2.4,2020-04-12,11,2020-12-14 12:37:51,RO
18,4.4,0.85,2.45,estabilizando,2.5,2.5,2020-04-13,11,2020-12-14 12:37:51,RO
19,4.28,0.86,2.45,estabilizando,2.4,2.4,2020-04-14,11,2020-12-14 12:37:51,RO
20,4.2700000000000005,0.95,2.54,estabilizando,2.5,2.5,2020-04-15,11,2020-12-14 12:37:51,RO
21,4.09,0.96,2.47,estabilizando,2.5,2.5,2020-04-16,11,2020-12-14 12:37:51,RO
22,4.1,1.09,2.57,estabilizando,2.5,2.5,2020-04-17,11,2020-12-14 12:37:51,RO
23,3.97,1.15,2.53,estabilizando,2.5,2.5,2020-04-18,11,2020-12-14 12:37:51,RO
24,3.84,1.18,2.53,estabilizando,2.5,2.5,2020-04-19,11,2020-12-14 12:37:51,RO
25,3.66,1.18,2.45,estabilizando,2.5,2.5,2020-04-20,11,2020-12-14 12:37:51,RO
26,3.51,1.2,2.37,estabilizando,2.5,2.5,2020-04-21,11,2020-12-14 12:37:51,RO
27,3.34,1.17,2.29,estabilizando,2.5,2.5,2020-04-22,11,2020-12-14 12:37:51,RO
28,3.2,1.17,2.18,estabilizando,2.4,2.4,2020-04-23,11,2020-12-14 12:37:51,RO
29,3.08,1.16,2.13,estabilizando,2.4,2.4,2020-04-24,11,2020-12-14 12:37:51,RO
30,2.93,1.11,2.05,estabilizando,2.3,2.3,2020-04-25,11,2020-12-14 12:37:51,RO
31,2.82,1.09,1.98,estabilizando,2.2,2.2,2020-04-26,11,2020-12-14 12:37:51,RO
32,2.72,1.07,1.92,estabilizando,2.1,2.1,2020-04-27,11,2020-12-14 12:37:51,RO
33,2.63,1.05,1.86,estabilizando,2.1,2.1,2020-04-28,11,2020-12-14 12:37:51,RO
34,2.59,1.07,1.86,estabilizando,2.0,2.0,2020-04-29,11,2020-12-14 12:37:51,RO
35,2.56,1.1,1.86,estabilizando,2.0,2.0,2020-04-30,11,2020-12-14 12:37:51,RO
36,2.53,1.13,1.86,estabilizando,1.9,1.9,2020-05-01,11,2020-12-14 12:37:51,RO
37,2.52,1.18,1.86,estabilizando,1.9,1.9,2020-05-02,11,2020-12-14 12:37:51,RO
38,2.47,1.18,1.86,estabilizando,1.9,1.9,2020-05-03,11,2020-12-14 12:37:51,RO
39,2.45,1.22,1.86,estabilizando,1.9,1.9,2020-05-04,11,2020-12-14 12:37:51,RO
40,2.43,1.25,1.88,estabilizando,1.9,1.9,2020-05-05,11,2020-12-14 12:37:51,RO
41,2.41,1.29,1.87,estabilizando,1.9,1.9,2020-05-06,11,2020-12-14 12:37:51,RO
42,2.37,1.3,1.86,estabilizando,1.9,1.9,2020-05-07,11,2020-12-14 12:37:51,RO
43,2.31,1.29,1.83,estabilizando,1.9,1.9,2020-05-08,11,2020-12-14 12:37:51,RO
44,2.24,1.26,1.78,estabilizando,1.8,1.8,2020-05-09,11,2020-12-14 12:37:51,RO
45,2.16,1.22,1.72,estabilizando,1.8,1.8,2020-05-10,11,2020-12-14 12:37:51,RO
46,2.11,1.21,1.68,estabilizando,1.8,1.8,2020-05-11,11,2020-12-14 12:37:51,RO
47,2.03,1.16,1.62,estabilizando,1.8,1.8,2020-05-12,11,2020-12-14 12:37:51,RO
48,1.99,1.15,1.59,estabilizando,1.7,1.7,2020-05-13,11,2020-12-14 12:37:51,RO
49,1.93,1.11,1.55,estabilizando,1.7,1.7,2020-05-14,11,2020-12-14 12:37:51,RO
50,1.9,1.11,1.52,estabilizando,1.6,1.6,2020-05-15,11,2020-12-14 12:37:51,RO
51,1.87,1.1,1.51,estabilizando,1.6,1.6,2020-05-16,11,2020-12-14 12:37:51,RO
52,1.86,1.11,1.51,estabilizando,1.6,1.6,2020-05-17,11,2020-12-14 12:37:51,RO
53,1.86,1.13,1.51,estabilizando,1.5,1.5,2020-05-18,11,2020-12-14 12:37:51,RO
54,1.85,1.14,1.52,estabilizando,1.5,1.5,2020-05-19,11,2020-12-14 12:37:51,RO
55,1.85,1.16,1.52,estabilizando,1.5,1.5,2020-05-20,11,2020-12-14 12:37:51,RO
56,1.85,1.18,1.53,estabilizando,1.5,1.5,2020-05-21,11,2020-12-14 12:37:51,RO
57,1.84,1.19,1.54,estabilizando,1.5,1.5,2020-05-22,11,2020-12-14 12:37:51,RO
58,1.83,1.2,1.53,estabilizando,1.5,1.5,2020-05-23,11,2020-12-14 12:37:51,RO
59,1.82,1.21,1.53,estabilizando,1.5,1.5,2020-05-24,11,2020-12-14 12:37:51,RO
60,1.8,1.2,1.53,estabilizando,1.5,1.5,2020-05-25,11,2020-12-14 12:37:51,RO
61,1.8,1.22,1.53,estabilizando,1.5,1.5,2020-05-26,11,2020-12-14 12:37:51,RO
62,1.8,1.24,1.54,estabilizando,1.5,1.5,2020-05-27,11,2020-12-14 12:37:51,RO
63,1.8,1.26,1.54,estabilizando,1.5,1.5,2020-05-28,11,2020-12-14 12:37:51,RO
64,1.77,1.24,1.53,estabilizando,1.5,1.5,2020-05-29,11,2020-12-14 12:37:51,RO
65,1.76,1.25,1.53,estabilizando,1.5,1.5,2020-05-30,11,2020-12-14 12:37:51,RO
66,1.73,1.23,1.5,estabilizando,1.5,1.5,2020-05-31,11,2020-12-14 12:37:51,RO
67,1.72,1.24,1.49,estabilizando,1.5,1.5,2020-06-01,11,2020-12-14 12:37:51,RO
68,1.7,1.23,1.49,estabilizando,1.5,1.5,2020-06-02,11,2020-12-14 12:37:51,RO
69,1.7,1.24,1.5,estabilizando,1.5,1.5,2020-06-03,11,2020-12-14 12:37:51,RO
70,1.73,1.29,1.51,estabilizando,1.5,1.5,2020-06-04,11,2020-12-14 12:37:51,RO
71,1.74,1.31,1.54,estabilizando,1.5,1.5,2020-06-05,11,2020-12-14 12:37:51,RO
72,1.76,1.34,1.57,estabilizando,1.5,1.5,2020-06-06,11,2020-12-14 12:37:51,RO
73,1.79,1.39,1.59,estabilizando,1.5,1.5,2020-06-07,11,2020-12-14 12:37:51,RO
74,1.78,1.39,1.6,estabilizando,1.5,1.5,2020-06-08,11,2020-12-14 12:37:51,RO
75,1.77,1.39,1.6,estabilizando,1.6,1.6,2020-06-09,11,2020-12-14 12:37:51,RO
76,1.75,1.38,1.58,estabilizando,1.6,1.6,2020-06-10,11,2020-12-14 12:37:51,RO
77,1.72,1.37,1.55,estabilizando,1.6,1.6,2020-06-11,11,2020-12-14 12:37:51,RO
78,1.68,1.34,1.51,estabilizando,1.6,1.6,2020-06-12,11,2020-12-14 12:37:51,RO
79,1.62,1.28,1.47,estabilizando,1.6,1.6,2020-06-13,11,2020-12-14 12:37:51,RO
80,1.58,1.25,1.43,estabilizando,1.5,1.5,2020-06-14,11,2020-12-14 12:37:51,RO
81,1.54,1.22,1.39,estabilizando,1.5,1.5,2020-06-15,11,2020-12-14 12:37:51,RO
82,1.5,1.18,1.36,estabilizando,1.5,1.5,2020-06-16,11,2020-12-14 12:37:51,RO
83,1.47,1.16,1.33,estabilizando,1.4,1.4,2020-06-17,11,2020-12-14 12:37:51,RO
84,1.44,1.13,1.3,estabilizando,1.4,1.4,2020-06-18,11,2020-12-14 12:37:51,RO
85,1.42,1.12,1.28,estabilizando,1.4,1.4,2020-06-19,11,2020-12-14 12:37:51,RO
86,1.4,1.1,1.27,estabilizando,1.3,1.3,2020-06-20,11,2020-12-14 12:37:51,RO
87,1.4,1.11,1.26,estabilizando,1.3,1.3,2020-06-21,11,2020-12-14 12:37:51,RO
88,1.39,1.1,1.26,estabilizando,1.3,1.3,2020-06-22,11,2020-12-14 12:37:51,RO
89,1.39,1.1,1.27,estabilizando,1.3,1.3,2020-06-23,11,2020-12-14 12:37:51,RO
90,1.41,1.13,1.27,estabilizando,1.3,1.3,2020-06-24,11,2020-12-14 12:37:51,RO
91,1.41,1.13,1.28,estabilizando,1.3,1.3,2020-06-25,11,2020-12-14 12:37:51,RO
92,1.41,1.13,1.29,estabilizando,1.3,1.3,2020-06-26,11,2020-12-14 12:37:51,RO
93,1.42,1.15,1.29,estabilizando,1.3,1.3,2020-06-27,11,2020-12-14 12:37:51,RO
94,1.4,1.13,1.28,estabilizando,1.3,1.3,2020-06-28,11,2020-12-14 12:37:51,RO
95,1.39,1.12,1.27,estabilizando,1.3,1.3,2020-06-29,11,2020-12-14 12:37:51,RO
96,1.37,1.11,1.25,estabilizando,1.3,1.3,2020-06-30,11,2020-12-14 12:37:51,RO
97,1.33,1.07,1.22,estabilizando,1.3,1.3,2020-07-01,11,2020-12-14 12:37:51,RO
98,1.31,1.05,1.19,estabilizando,1.3,1.3,2020-07-02,11,2020-12-14 12:37:51,RO
99,1.28,1.02,1.17,estabilizando,1.2,1.2,2020-07-03,11,2020-12-14 12:37:51,RO
100,1.26,1.0,1.15,estabilizando,1.2,1.2,2020-07-04,11,2020-12-14 12:37:51,RO
101,1.26,1.01,1.14,estabilizando,1.2,1.2,2020-07-05,11,2020-12-14 12:37:51,RO
102,1.25,1.0,1.13,estabilizando,1.2,1.2,2020-07-06,11,2020-12-14 12:37:51,RO
103,1.25,1.0,1.13,estabilizando,1.2,1.2,2020-07-07,11,2020-12-14 12:37:51,RO
104,1.24,0.99,1.13,estabilizando,1.1,1.1,2020-07-08,11,2020-12-14 12:37:51,RO
105,1.24,0.99,1.12,estabilizando,1.1,1.1,2020-07-09,11,2020-12-14 12:37:51,RO
106,1.23,0.98,1.12,estabilizando,1.1,1.1,2020-07-10,11,2020-12-14 12:37:51,RO
107,1.22,0.97,1.11,estabilizando,1.1,1.1,2020-07-11,11,2020-12-14 12:37:51,RO
108,1.21,0.96,1.1,estabilizando,1.1,1.1,2020-07-12,11,2020-12-14 12:37:51,RO
109,1.2,0.95,1.09,estabilizando,1.1,1.1,2020-07-13,11,2020-12-14 12:37:51,RO
110,1.19,0.94,1.08,estabilizando,1.1,1.1,2020-07-14,11,2020-12-14 12:37:51,RO
111,1.18,0.93,1.07,estabilizando,1.1,1.1,2020-07-15,11,2020-12-14 12:37:51,RO
112,1.18,0.93,1.07,estabilizando,1.1,1.1,2020-07-16,11,2020-12-14 12:37:51,RO
113,1.17,0.92,1.06,estabilizando,1.1,1.1,2020-07-17,11,2020-12-14 12:37:51,RO
114,1.16,0.91,1.05,estabilizando,1.1,1.1,2020-07-18,11,2020-12-14 12:37:51,RO
115,1.17,0.92,1.06,estabilizando,1.1,1.1,2020-07-19,11,2020-12-14 12:37:51,RO
116,1.19,0.94,1.08,estabilizando,1.1,1.1,2020-07-20,11,2020-12-14 12:37:51,RO
117,1.22,0.97,1.11,estabilizando,1.1,1.1,2020-07-21,11,2020-12-14 12:37:51,RO
118,1.26,1.01,1.16,estabilizando,1.1,1.1,2020-07-22,11,2020-12-14 12:37:51,RO
119,1.31,1.07,1.2,estabilizando,1.1,1.1,2020-07-23,11,2020-12-14 12:37:51,RO
120,1.34,1.1,1.23,estabilizando,1.1,1.1,2020-07-24,11,2020-12-14 12:37:51,RO
121,1.35,1.11,1.24,estabilizando,1.2,1.2,2020-07-25,11,2020-12-14 12:37:51,RO
122,1.34,1.1,1.23,estabilizando,1.2,1.2,2020-07-26,11,2020-12-14 12:37:51,RO
123,1.32,1.09,1.21,estabilizando,1.2,1.2,2020-07-27,11,2020-12-14 12:37:51,RO
124,1.29,1.06,1.18,estabilizando,1.2,1.2,2020-07-28,11,2020-12-14 12:37:51,RO
125,1.25,1.02,1.14,estabilizando,1.2,1.2,2020-07-29,11,2020-12-14 12:37:51,RO
126,1.21,0.98,1.11,estabilizando,1.2,1.2,2020-07-30,11,2020-12-14 12:37:51,RO
127,1.19,0.96,1.08,estabilizando,1.2,1.2,2020-07-31,11,2020-12-14 12:37:51,RO
128,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-01,11,2020-12-14 12:37:51,RO
129,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-02,11,2020-12-14 12:37:51,RO
130,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-03,11,2020-12-14 12:37:51,RO
131,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-04,11,2020-12-14 12:37:51,RO
132,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-05,11,2020-12-14 12:37:51,RO
133,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-06,11,2020-12-14 12:37:51,RO
134,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-07,11,2020-12-14 12:37:51,RO
135,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-08,11,2020-12-14 12:37:51,RO
136,1.16,0.93,1.06,estabilizando,1.1,1.1,2020-08-09,11,2020-12-14 12:37:51,RO
137,1.16,0.93,1.06,estabilizando,1.1,1.1,2020-08-10,11,2020-12-14 12:37:51,RO
138,1.15,0.92,1.05,estabilizando,1.1,1.1,2020-08-11,11,2020-12-14 12:37:51,RO
139,1.15,0.92,1.05,estabilizando,1.1,1.1,2020-08-12,11,2020-12-14 12:37:51,RO
140,1.14,0.91,1.04,estabilizando,1.1,1.1,2020-08-13,11,2020-12-14 12:37:51,RO
141,1.13,0.9,1.03,estabilizando,1.1,1.1,2020-08-14,11,2020-12-14 12:37:51,RO
142,1.13,0.9,1.03,estabilizando,1.0,1.0,2020-08-15,11,2020-12-14 12:37:51,RO
143,1.13,0.9,1.02,estabilizando,1.0,1.0,2020-08-16,11,2020-12-14 12:37:51,RO
144,1.12,0.89,1.02,estabilizando,1.0,1.0,2020-08-17,11,2020-12-14 12:37:51,RO
145,1.12,0.89,1.01,estabilizando,1.0,1.0,2020-08-18,11,2020-12-14 12:37:51,RO
146,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-19,11,2020-12-14 12:37:51,RO
147,1.11,0.88,1.0,estabilizando,1.0,1.0,2020-08-20,11,2020-12-14 12:37:51,RO
148,1.11,0.88,1.0,estabilizando,1.0,1.0,2020-08-21,11,2020-12-14 12:37:51,RO
149,1.11,0.88,1.0,estabilizando,1.0,1.0,2020-08-22,11,2020-12-14 12:37:51,RO
150,1.11,0.88,1.0,estabilizando,1.0,1.0,2020-08-23,11,2020-12-14 12:37:51,RO
151,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-24,11,2020-12-14 12:37:51,RO
152,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-25,11,2020-12-14 12:37:51,RO
153,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-26,11,2020-12-14 12:37:51,RO
154,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-27,11,2020-12-14 12:37:51,RO
155,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-28,11,2020-12-14 12:37:51,RO
156,1.11,0.88,1.0,estabilizando,1.0,1.0,2020-08-29,11,2020-12-14 12:37:51,RO
157,1.11,0.88,1.0,estabilizando,1.0,1.0,2020-08-30,11,2020-12-14 12:37:51,RO
158,1.1,0.87,0.99,estabilizando,1.0,1.0,2020-08-31,11,2020-12-14 12:37:51,RO
159,1.1,0.87,0.99,estabilizando,1.0,1.0,2020-09-01,11,2020-12-14 12:37:51,RO
160,1.1,0.87,0.99,estabilizando,1.0,1.0,2020-09-02,11,2020-12-14 12:37:51,RO
161,1.09,0.85,0.99,estabilizando,1.0,1.0,2020-09-03,11,2020-12-14 12:37:51,RO
162,1.09,0.85,0.99,estabilizando,1.0,1.0,2020-09-04,11,2020-12-14 12:37:51,RO
163,1.09,0.85,0.99,estabilizando,1.0,1.0,2020-09-05,11,2020-12-14 12:37:51,RO
164,1.09,0.85,0.98,estabilizando,1.0,1.0,2020-09-06,11,2020-12-14 12:37:51,RO
165,1.09,0.85,0.98,estabilizando,1.0,1.0,2020-09-07,11,2020-12-14 12:37:51,RO
166,1.08,0.84,0.98,estabilizando,1.0,1.0,2020-09-08,11,2020-12-14 12:37:51,RO
167,1.07,0.8300000000000001,0.97,estabilizando,1.0,1.0,2020-09-09,11,2020-12-14 12:37:51,RO
168,1.07,0.8300000000000001,0.96,estabilizando,1.0,1.0,2020-09-10,11,2020-12-14 12:37:51,RO
169,1.06,0.8200000000000001,0.96,estabilizando,1.0,1.0,2020-09-11,11,2020-12-14 12:37:51,RO
170,1.06,0.8200000000000001,0.96,estabilizando,1.0,1.0,2020-09-12,11,2020-12-14 12:37:51,RO
171,1.06,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-13,11,2020-12-14 12:37:51,RO
172,1.06,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-14,11,2020-12-14 12:37:51,RO
173,1.06,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-15,11,2020-12-14 12:37:51,RO
174,1.06,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-16,11,2020-12-14 12:37:51,RO
175,1.06,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-17,11,2020-12-14 12:37:51,RO
176,1.06,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-18,11,2020-12-14 12:37:51,RO
177,1.06,0.81,0.95,estabilizando,0.9,0.9,2020-09-19,11,2020-12-14 12:37:51,RO
178,1.06,0.81,0.95,estabilizando,0.9,0.9,2020-09-20,11,2020-12-14 12:37:51,RO
179,1.06,0.81,0.95,estabilizando,0.9,0.9,2020-09-21,11,2020-12-14 12:37:51,RO
180,1.06,0.81,0.96,estabilizando,1.0,1.0,2020-09-22,11,2020-12-14 12:37:51,RO
181,1.06,0.81,0.96,estabilizando,1.0,1.0,2020-09-23,11,2020-12-14 12:37:51,RO
182,1.06,0.81,0.95,estabilizando,1.0,1.0,2020-09-24,11,2020-12-14 12:37:51,RO
183,1.06,0.81,0.95,estabilizando,1.0,1.0,2020-09-25,11,2020-12-14 12:37:51,RO
184,1.06,0.81,0.94,estabilizando,1.0,1.0,2020-09-26,11,2020-12-14 12:37:51,RO
185,1.05,0.8,0.94,estabilizando,0.9,0.9,2020-09-27,11,2020-12-14 12:37:51,RO
186,1.05,0.8,0.93,estabilizando,0.9,0.9,2020-09-28,11,2020-12-14 12:37:51,RO
187,1.04,0.79,0.93,estabilizando,0.9,0.9,2020-09-29,11,2020-12-14 12:37:51,RO
188,1.04,0.79,0.92,estabilizando,0.9,0.9,2020-09-30,11,2020-12-14 12:37:51,RO
189,1.03,0.78,0.91,estabilizando,0.9,0.9,2020-10-01,11,2020-12-14 12:37:51,RO
190,1.03,0.78,0.91,estabilizando,0.9,0.9,2020-10-02,11,2020-12-14 12:37:51,RO
191,1.02,0.76,0.91,estabilizando,0.9,0.9,2020-10-03,11,2020-12-14 12:37:51,RO
192,1.01,0.75,0.9,estabilizando,0.9,0.9,2020-10-04,11,2020-12-14 12:37:51,RO
193,1.01,0.75,0.9,estabilizando,0.9,0.9,2020-10-05,11,2020-12-14 12:37:51,RO
194,1.01,0.75,0.89,estabilizando,0.9,0.9,2020-10-06,11,2020-12-14 12:37:51,RO
195,1.0,0.74,0.88,estabilizando,0.9,0.9,2020-10-07,11,2020-12-14 12:37:51,RO
196,1.0,0.74,0.88,estabilizando,0.9,0.9,2020-10-08,11,2020-12-14 12:37:51,RO
197,1.01,0.75,0.88,estabilizando,0.9,0.9,2020-10-09,11,2020-12-14 12:37:51,RO
198,1.0,0.73,0.88,estabilizando,0.9,0.9,2020-10-10,11,2020-12-14 12:37:51,RO
199,1.0,0.73,0.89,estabilizando,0.9,0.9,2020-10-11,11,2020-12-14 12:37:51,RO
200,1.01,0.74,0.89,estabilizando,0.9,0.9,2020-10-12,11,2020-12-14 12:37:51,RO
201,1.01,0.74,0.89,estabilizando,0.9,0.9,2020-10-13,11,2020-12-14 12:37:51,RO
202,1.02,0.75,0.89,estabilizando,0.9,0.9,2020-10-14,11,2020-12-14 12:37:51,RO
203,1.02,0.75,0.89,estabilizando,0.9,0.9,2020-10-15,11,2020-12-14 12:37:51,RO
204,1.02,0.75,0.89,estabilizando,0.9,0.9,2020-10-16,11,2020-12-14 12:37:51,RO
205,1.02,0.75,0.89,estabilizando,0.9,0.9,2020-10-17,11,2020-12-14 12:37:51,RO
206,1.01,0.73,0.89,estabilizando,0.9,0.9,2020-10-18,11,2020-12-14 12:37:51,RO
207,1.02,0.74,0.89,estabilizando,0.9,0.9,2020-10-19,11,2020-12-14 12:37:51,RO
208,1.02,0.74,0.9,estabilizando,0.9,0.9,2020-10-20,11,2020-12-14 12:37:51,RO
209,1.03,0.75,0.9,estabilizando,0.9,0.9,2020-10-21,11,2020-12-14 12:37:51,RO
210,1.03,0.75,0.91,estabilizando,0.9,0.9,2020-10-22,11,2020-12-14 12:37:51,RO
211,1.04,0.76,0.91,estabilizando,0.9,0.9,2020-10-23,11,2020-12-14 12:37:51,RO
212,1.05,0.77,0.92,estabilizando,0.9,0.9,2020-10-24,11,2020-12-14 12:37:51,RO
213,1.06,0.78,0.93,estabilizando,0.9,0.9,2020-10-25,11,2020-12-14 12:37:51,RO
214,1.06,0.78,0.93,estabilizando,0.9,0.9,2020-10-26,11,2020-12-14 12:37:51,RO
215,1.07,0.79,0.94,estabilizando,0.9,0.9,2020-10-27,11,2020-12-14 12:37:51,RO
216,1.07,0.79,0.94,estabilizando,0.9,0.9,2020-10-28,11,2020-12-14 12:37:51,RO
217,1.07,0.79,0.94,estabilizando,0.9,0.9,2020-10-29,11,2020-12-14 12:37:51,RO
218,1.07,0.79,0.93,estabilizando,0.9,0.9,2020-10-30,11,2020-12-14 12:37:51,RO
219,1.07,0.79,0.93,estabilizando,0.9,0.9,2020-10-31,11,2020-12-14 12:37:51,RO
220,1.06,0.78,0.93,estabilizando,0.9,0.9,2020-11-01,11,2020-12-14 12:37:51,RO
221,1.05,0.76,0.92,estabilizando,0.9,0.9,2020-11-02,11,2020-12-14 12:37:51,RO
222,1.05,0.76,0.92,estabilizando,0.9,0.9,2020-11-03,11,2020-12-14 12:37:51,RO
223,1.05,0.76,0.92,estabilizando,0.9,0.9,2020-11-04,11,2020-12-14 12:37:51,RO
224,1.05,0.76,0.92,estabilizando,0.9,0.9,2020-11-05,11,2020-12-14 12:37:51,RO
225,1.06,0.77,0.93,estabilizando,0.9,0.9,2020-11-06,11,2020-12-14 12:37:51,RO
226,1.07,0.78,0.94,estabilizando,0.9,0.9,2020-11-07,11,2020-12-14 12:37:51,RO
227,1.07,0.78,0.95,estabilizando,0.9,0.9,2020-11-08,11,2020-12-14 12:37:51,RO
228,1.08,0.79,0.95,estabilizando,0.9,0.9,2020-11-09,11,2020-12-14 12:37:51,RO
229,1.09,0.8,0.96,estabilizando,0.9,0.9,2020-11-10,11,2020-12-14 12:37:51,RO
230,1.1,0.81,0.97,estabilizando,0.9,0.9,2020-11-11,11,2020-12-14 12:37:51,RO
231,1.1,0.81,0.97,estabilizando,1.0,1.0,2020-11-12,11,2020-12-14 12:37:51,RO
232,1.11,0.8200000000000001,0.98,estabilizando,1.0,1.0,2020-11-13,11,2020-12-14 12:37:51,RO
233,1.11,0.8200000000000001,0.98,estabilizando,1.0,1.0,2020-11-14,11,2020-12-14 12:37:51,RO
234,1.12,0.8300000000000001,0.99,estabilizando,1.0,1.0,2020-11-15,11,2020-12-14 12:37:51,RO
235,1.12,0.8300000000000001,1.0,estabilizando,1.0,1.0,2020-11-16,11,2020-12-14 12:37:51,RO
236,1.13,0.84,1.0,estabilizando,1.0,1.0,2020-11-17,11,2020-12-14 12:37:51,RO
237,1.13,0.84,1.0,estabilizando,1.0,1.0,2020-11-18,11,2020-12-14 12:37:51,RO
238,1.13,0.84,1.01,estabilizando,1.0,1.0,2020-11-19,11,2020-12-14 12:37:51,RO
239,1.13,0.84,1.01,estabilizando,1.0,1.0,2020-11-20,11,2020-12-14 12:37:51,RO
240,1.15,0.87,1.01,estabilizando,1.0,1.0,2020-11-21,11,2020-12-14 12:37:51,RO
241,1.15,0.87,1.02,estabilizando,1.0,1.0,2020-11-22,11,2020-12-14 12:37:51,RO
242,1.15,0.87,1.02,estabilizando,1.0,1.0,2020-11-23,11,2020-12-14 12:37:51,RO
243,1.16,0.88,1.03,estabilizando,1.0,1.0,2020-11-24,11,2020-12-14 12:37:51,RO
244,1.16,0.88,1.03,estabilizando,1.0,1.0,2020-11-25,11,2020-12-14 12:37:51,RO
245,1.16,0.88,1.03,estabilizando,1.0,1.0,2020-11-26,11,2020-12-14 12:37:51,RO
246,1.16,0.88,1.04,estabilizando,1.0,1.0,2020-11-27,11,2020-12-14 12:37:51,RO
247,1.17,0.89,1.04,estabilizando,1.0,1.0,2020-11-28,11,2020-12-14 12:37:51,RO
248,1.17,0.89,1.05,estabilizando,1.0,1.0,2020-11-29,11,2020-12-14 12:37:51,RO
249,1.18,0.9,1.06,estabilizando,1.0,1.0,2020-11-30,11,2020-12-14 12:37:51,RO
250,1.19,0.92,1.06,estabilizando,1.0,1.0,2020-12-01,11,2020-12-14 12:37:51,RO
251,1.19,0.92,1.06,estabilizando,1.0,1.0,2020-12-02,11,2020-12-14 12:37:51,RO
252,1.19,0.92,1.06,estabilizando,1.1,1.1,2020-12-03,11,2020-12-14 12:37:51,RO
253,7.84,0.67,3.0,estabilizando,,,2020-03-23,12,2020-12-14 12:37:51,AC
254,6.3100000000000005,0.68,2.75,estabilizando,,,2020-03-24,12,2020-12-14 12:37:51,AC
255,5.59,0.66,2.58,estabilizando,,,2020-03-25,12,2020-12-14 12:37:51,AC
256,5.18,0.7000000000000001,2.45,estabilizando,,,2020-03-26,12,2020-12-14 12:37:51,AC
257,4.8100000000000005,0.64,2.35,estabilizando,,,2020-03-27,12,2020-12-14 12:37:51,AC
258,4.6000000000000005,0.68,2.27,estabilizando,,,2020-03-28,12,2020-12-14 12:37:51,AC
259,4.36,0.63,2.2,estabilizando,2.5,2.5,2020-03-29,12,2020-12-14 12:37:51,AC
260,4.18,0.61,2.14,estabilizando,2.4,2.4,2020-03-30,12,2020-12-14 12:37:51,AC
