,rt_high_95,rt_low_95,rt_most_likely,rt_most_likely_growth,rt_most_likely_mavg,rt_most_likely_mavg_100k,last_updated,state_num_id,data_last_refreshed,state_id
1970,0.99,0.77,0.9,estabilizando,0.9,0.9,2020-10-01,21,2020-12-14 12:37:51,MA
1971,0.99,0.77,0.9,estabilizando,0.9,0.9,2020-10-02,21,2020-12-14 12:37:51,MA
1972,0.99,0.77,0.89,estabilizando,0.9,0.9,2020-10-03,21,2020-12-14 12:37:51,MA
1973,0.99,0.77,0.89,estabilizando,0.9,0.9,2020-10-04,21,2020-12-14 12:37:51,MA
1974,0.99,0.77,0.89,estabilizando,0.9,0.9,2020-10-05,21,2020-12-14 12:37:51,MA
1975,0.99,0.77,0.89,estabilizando,0.9,0.9,2020-10-06,21,2020-12-14 12:37:51,MA
1976,0.99,0.77,0.89,estabilizando,0.9,0.9,2020-10-07,21,2020-12-14 12:37:51,MA
1977,0.99,0.77,0.89,estabilizando,0.9,0.9,2020-10-08,21,2020-12-14 12:37:51,MA
1978,0.99,0.77,0.89,estabilizando,0.9,0.9,2020-10-09,21,2020-12-14 12:37:51,MA
1979,0.99,0.76,0.89,estabilizando,0.9,0.9,2020-10-10,21,2020-12-14 12:37:51,MA
1980,0.98,0.75,0.89,estabilizando,0.9,0.9,2020-10-11,21,2020-12-14 12:37:51,MA
1981,0.98,0.75,0.88,estabilizando,0.9,0.9,2020-10-12,21,2020-12-14 12:37:51,MA
1982,0.97,0.74,0.87,estabilizando,0.9,0.9,2020-10-13,21,2020-12-14 12:37:51,MA
1983,0.97,0.74,0.87,estabilizando,0.9,0.9,2020-10-14,21,2020-12-14 12:37:51,MA
1984,0.96,0.73,0.86,estabilizando,0.9,0.9,2020-10-15,21,2020-12-14 12:37:51,MA
1985,0.96,0.73,0.86,estabilizando,0.9,0.9,2020-10-16,21,2020-12-14 12:37:51,MA
1986,0.96,0.73,0.86,estabilizando,0.9,0.9,2020-10-17,21,2020-12-14 12:37:51,MA
1987,0.97,0.74,0.86,estabilizando,0.9,0.9,2020-10-18,21,2020-12-14 12:37:51,MA
1988,0.98,0.75,0.87,estabilizando,0.9,0.9,2020-10-19,21,2020-12-14 12:37:51,MA
1989,0.98,0.74,0.88,estabilizando,0.9,0.9,2020-10-20,21,2020-12-14 12:37:51,MA
1990,0.99,0.75,0.89,estabilizando,0.9,0.9,2020-10-21,21,2020-12-14 12:37:51,MA
1991,1.0,0.76,0.89,estabilizando,0.9,0.9,2020-10-22,21,2020-12-14 12:37:51,MA
1992,1.0,0.76,0.9,estabilizando,0.9,0.9,2020-10-23,21,2020-12-14 12:37:51,MA
1993,1.0,0.76,0.9,estabilizando,0.9,0.9,2020-10-24,21,2020-12-14 12:37:51,MA
1994,1.0,0.76,0.9,estabilizando,0.9,0.9,2020-10-25,21,2020-12-14 12:37:51,MA
1995,1.0,0.76,0.89,estabilizando,0.9,0.9,2020-10-26,21,2020-12-14 12:37:51,MA
1996,1.0,0.76,0.89,estabilizando,0.9,0.9,2020-10-27,21,2020-12-14 12:37:51,MA
1997,0.99,0.75,0.89,estabilizando,0.9,0.9,2020-10-28,21,2020-12-14 12:37:51,MA
1998,0.99,0.75,0.88,estabilizando,0.9,0.9,2020-10-29,21,2020-12-14 12:37:51,MA
1999,0.99,0.75,0.87,estabilizando,0.9,0.9,2020-10-30,21,2020-12-14 12:37:51,MA
2000,0.98,0.74,0.87,estabilizando,0.9,0.9,2020-10-31,21,2020-12-14 12:37:51,MA
2001,0.97,0.72,0.86,estabilizando,0.9,0.9,2020-11-01,21,2020-12-14 12:37:51,MA
2002,0.96,0.71,0.85,estabilizando,0.9,0.9,2020-11-02,21,2020-12-14 12:37:51,MA
2003,0.96,0.71,0.85,estabilizando,0.9,0.9,2020-11-03,21,2020-12-14 12:37:51,MA
2004,0.96,0.71,0.84,estabilizando,0.9,0.9,2020-11-04,21,2020-12-14 12:37:51,MA
2005,0.96,0.71,0.85,estabilizando,0.9,0.9,2020-11-05,21,2020-12-14 12:37:51,MA
2006,0.96,0.71,0.85,estabilizando,0.9,0.9,2020-11-06,21,2020-12-14 12:37:51,MA
2007,0.97,0.72,0.86,estabilizando,0.9,0.9,2020-11-07,21,2020-12-14 12:37:51,MA
2008,0.99,0.74,0.87,estabilizando,0.9,0.9,2020-11-08,21,2020-12-14 12:37:51,MA
2009,0.99,0.73,0.88,estabilizando,0.9,0.9,2020-11-09,21,2020-12-14 12:37:51,MA
2010,1.0,0.74,0.88,estabilizando,0.9,0.9,2020-11-10,21,2020-12-14 12:37:51,MA
2011,1.0,0.74,0.89,estabilizando,0.9,0.9,2020-11-11,21,2020-12-14 12:37:51,MA
2012,1.01,0.75,0.89,estabilizando,0.9,0.9,2020-11-12,21,2020-12-14 12:37:51,MA
2013,1.01,0.75,0.89,estabilizando,0.9,0.9,2020-11-13,21,2020-12-14 12:37:51,MA
2014,1.0,0.74,0.89,estabilizando,0.9,0.9,2020-11-14,21,2020-12-14 12:37:51,MA
2015,1.0,0.74,0.88,estabilizando,0.9,0.9,2020-11-15,21,2020-12-14 12:37:51,MA
2016,1.0,0.74,0.88,estabilizando,0.9,0.9,2020-11-16,21,2020-12-14 12:37:51,MA
2017,1.0,0.74,0.88,estabilizando,0.9,0.9,2020-11-17,21,2020-12-14 12:37:51,MA
2018,0.99,0.73,0.87,estabilizando,0.9,0.9,2020-11-18,21,2020-12-14 12:37:51,MA
2019,0.99,0.73,0.87,estabilizando,0.9,0.9,2020-11-19,21,2020-12-14 12:37:51,MA
2020,1.0,0.74,0.88,estabilizando,0.9,0.9,2020-11-20,21,2020-12-14 12:37:51,MA
2021,1.0,0.74,0.88,estabilizando,0.9,0.9,2020-11-21,21,2020-12-14 12:37:51,MA
2022,1.0,0.73,0.88,estabilizando,0.9,0.9,2020-11-22,21,2020-12-14 12:37:51,MA
2023,1.0,0.73,0.89,estabilizando,0.9,0.9,2020-11-23,21,2020-12-14 12:37:51,MA
2024,1.01,0.74,0.89,estabilizando,0.9,0.9,2020-11-24,21,2020-12-14 12:37:51,MA
2025,1.02,0.75,0.9,estabilizando,0.9,0.9,2020-11-25,21,2020-12-14 12:37:51,MA
2026,1.02,0.75,0.9,estabilizando,0.9,0.9,2020-11-26,21,2020-12-14 12:37:51,MA
2027,1.03,0.76,0.91,estabilizando,0.9,0.9,2020-11-27,21,2020-12-14 12:37:51,MA
2028,1.03,0.76,0.91,estabilizando,0.9,0.9,2020-11-28,21,2020-12-14 12:37:51,MA
2029,1.03,0.76,0.91,estabilizando,0.9,0.9,2020-11-29,21,2020-12-14 12:37:51,MA
2030,1.03,0.76,0.91,estabilizando,0.9,0.9,2020-11-30,21,2020-12-14 12:37:51,MA
2031,1.03,0.76,0.91,estabilizando,0.9,0.9,2020-12-01,21,2020-12-14 12:37:51,MA
2032,1.03,0.76,0.91,estabilizando,0.9,0.9,2020-12-02,21,2020-12-14 12:37:51,MA
2033,1.03,0.76,0.91,estabilizando,0.9,0.9,2020-12-03,21,2020-12-14 12:37:51,MA
2034,7.84,0.67,3.0,estabilizando,,,2020-03-25,22,2020-12-14 12:37:51,PI
2035,7.13,0.66,2.9,estabilizando,,,2020-03-26,22,2020-12-14 12:37:51,PI
2036,6.66,0.67,2.82,estabilizando,,,2020-03-27,22,2020-12-14 12:37:51,PI
2037,6.3100000000000005,0.68,2.75,estabilizando,,,2020-03-28,22,2020-12-14 12:37:51,PI
2038,6.03,0.68,2.69,estabilizando,,,2020-03-29,22,2020-12-14 12:37:51,PI
2039,5.8,0.68,2.63,estabilizando,,,2020-03-30,22,2020-12-14 12:37:51,PI
2040,5.59,0.66,2.58,estabilizando,2.8,2.8,2020-03-31,22,2020-12-14 12:37:51,PI
2041,5.74,0.73,2.75,estabilizando,2.7,2.7,2020-04-01,22,2020-12-14 12:37:51,PI
2042,5.43,0.74,2.65,estabilizando,2.7,2.7,2020-04-02,22,2020-12-14 12:37:51,PI
2043,5.18,0.74,2.56,estabilizando,2.7,2.7,2020-04-03,22,2020-12-14 12:37:51,PI
2044,4.94,0.7000000000000001,2.49,estabilizando,2.6,2.6,2020-04-04,22,2020-12-14 12:37:51,PI
2045,4.76,0.6900000000000001,2.42,estabilizando,2.6,2.6,2020-04-05,22,2020-12-14 12:37:51,PI
2046,4.61,0.6900000000000001,2.36,estabilizando,2.5,2.5,2020-04-06,22,2020-12-14 12:37:51,PI
2047,4.47,0.68,2.31,estabilizando,2.5,2.5,2020-04-07,22,2020-12-14 12:37:51,PI
2048,4.38,0.71,2.26,estabilizando,2.4,2.4,2020-04-08,22,2020-12-14 12:37:51,PI
2049,4.4,0.73,2.35,estabilizando,2.4,2.4,2020-04-09,22,2020-12-14 12:37:51,PI
2050,4.2700000000000005,0.75,2.28,estabilizando,2.4,2.4,2020-04-10,22,2020-12-14 12:37:51,PI
2051,4.23,0.75,2.34,estabilizando,2.3,2.3,2020-04-11,22,2020-12-14 12:37:51,PI
2052,4.1,0.78,2.26,estabilizando,2.3,2.3,2020-04-12,22,2020-12-14 12:37:51,PI
2053,4.07,0.8200000000000001,2.29,estabilizando,2.3,2.3,2020-04-13,22,2020-12-14 12:37:51,PI
2054,4.09,0.88,2.4,estabilizando,2.3,2.3,2020-04-14,22,2020-12-14 12:37:51,PI
2055,3.95,0.88,2.37,estabilizando,2.3,2.3,2020-04-15,22,2020-12-14 12:37:51,PI
2056,3.95,1.0,2.41,estabilizando,2.3,2.3,2020-04-16,22,2020-12-14 12:37:51,PI
2057,3.83,1.01,2.41,estabilizando,2.4,2.4,2020-04-17,22,2020-12-14 12:37:51,PI
2058,3.73,1.06,2.39,estabilizando,2.4,2.4,2020-04-18,22,2020-12-14 12:37:51,PI
2059,3.5500000000000003,1.04,2.3000000000000003,estabilizando,2.4,2.4,2020-04-19,22,2020-12-14 12:37:51,PI
2060,3.44,1.06,2.27,estabilizando,2.4,2.4,2020-04-20,22,2020-12-14 12:37:51,PI
2061,3.34,1.09,2.23,estabilizando,2.3,2.3,2020-04-21,22,2020-12-14 12:37:51,PI
2062,3.21,1.09,2.15,estabilizando,2.3,2.3,2020-04-22,22,2020-12-14 12:37:51,PI
2063,3.1,1.08,2.11,estabilizando,2.3,2.3,2020-04-23,22,2020-12-14 12:37:51,PI
2064,3.01,1.09,2.07,estabilizando,2.2,2.2,2020-04-24,22,2020-12-14 12:37:51,PI
2065,2.95,1.12,2.06,estabilizando,2.2,2.2,2020-04-25,22,2020-12-14 12:37:51,PI
2066,2.9,1.16,2.04,estabilizando,2.1,2.1,2020-04-26,22,2020-12-14 12:37:51,PI
2067,2.81,1.15,2.01,estabilizando,2.1,2.1,2020-04-27,22,2020-12-14 12:37:51,PI
2068,2.79,1.21,2.02,estabilizando,2.1,2.1,2020-04-28,22,2020-12-14 12:37:51,PI
2069,2.74,1.24,2.0,estabilizando,2.0,2.0,2020-04-29,22,2020-12-14 12:37:51,PI
2070,2.68,1.25,1.99,estabilizando,2.0,2.0,2020-04-30,22,2020-12-14 12:37:51,PI
2071,2.63,1.27,1.99,estabilizando,2.0,2.0,2020-05-01,22,2020-12-14 12:37:51,PI
2072,2.56,1.27,1.95,estabilizando,2.0,2.0,2020-05-02,22,2020-12-14 12:37:51,PI
2073,2.5,1.27,1.92,estabilizando,2.0,2.0,2020-05-03,22,2020-12-14 12:37:51,PI
2074,2.44,1.27,1.88,estabilizando,2.0,2.0,2020-05-04,22,2020-12-14 12:37:51,PI
2075,2.37,1.25,1.84,estabilizando,1.9,1.9,2020-05-05,22,2020-12-14 12:37:51,PI
2076,2.31,1.24,1.81,estabilizando,1.9,1.9,2020-05-06,22,2020-12-14 12:37:51,PI
2077,2.25,1.23,1.76,estabilizando,1.9,1.9,2020-05-07,22,2020-12-14 12:37:51,PI
2078,2.18,1.2,1.72,estabilizando,1.8,1.8,2020-05-08,22,2020-12-14 12:37:51,PI
2079,2.12,1.17,1.68,estabilizando,1.8,1.8,2020-05-09,22,2020-12-14 12:37:51,PI
2080,2.08,1.17,1.65,estabilizando,1.8,1.8,2020-05-10,22,2020-12-14 12:37:51,PI
2081,2.05,1.17,1.64,estabilizando,1.7,1.7,2020-05-11,22,2020-12-14 12:37:51,PI
2082,2.04,1.19,1.64,estabilizando,1.7,1.7,2020-05-12,22,2020-12-14 12:37:51,PI
2083,2.03,1.21,1.64,estabilizando,1.7,1.7,2020-05-13,22,2020-12-14 12:37:51,PI
2084,2.02,1.23,1.64,estabilizando,1.7,1.7,2020-05-14,22,2020-12-14 12:37:51,PI
2085,1.99,1.22,1.64,estabilizando,1.6,1.6,2020-05-15,22,2020-12-14 12:37:51,PI
2086,1.97,1.23,1.63,estabilizando,1.6,1.6,2020-05-16,22,2020-12-14 12:37:51,PI
2087,1.96,1.25,1.62,estabilizando,1.6,1.6,2020-05-17,22,2020-12-14 12:37:51,PI
2088,1.92,1.23,1.6,estabilizando,1.6,1.6,2020-05-18,22,2020-12-14 12:37:51,PI
2089,1.89,1.22,1.58,estabilizando,1.6,1.6,2020-05-19,22,2020-12-14 12:37:51,PI
2090,1.85,1.2,1.56,estabilizando,1.6,1.6,2020-05-20,22,2020-12-14 12:37:51,PI
2091,1.83,1.2,1.54,estabilizando,1.6,1.6,2020-05-21,22,2020-12-14 12:37:51,PI
2092,1.81,1.2,1.53,estabilizando,1.6,1.6,2020-05-22,22,2020-12-14 12:37:51,PI
2093,1.79,1.2,1.51,estabilizando,1.6,1.6,2020-05-23,22,2020-12-14 12:37:51,PI
2094,1.77,1.2,1.5,estabilizando,1.5,1.5,2020-05-24,22,2020-12-14 12:37:51,PI
2095,1.74,1.18,1.48,estabilizando,1.5,1.5,2020-05-25,22,2020-12-14 12:37:51,PI
2096,1.74,1.2,1.47,estabilizando,1.5,1.5,2020-05-26,22,2020-12-14 12:37:51,PI
2097,1.71,1.18,1.46,estabilizando,1.5,1.5,2020-05-27,22,2020-12-14 12:37:51,PI
2098,1.69,1.17,1.45,estabilizando,1.5,1.5,2020-05-28,22,2020-12-14 12:37:51,PI
2099,1.69,1.19,1.45,estabilizando,1.5,1.5,2020-05-29,22,2020-12-14 12:37:51,PI
2100,1.67,1.18,1.44,estabilizando,1.5,1.5,2020-05-30,22,2020-12-14 12:37:51,PI
2101,1.66,1.18,1.44,estabilizando,1.5,1.5,2020-05-31,22,2020-12-14 12:37:51,PI
2102,1.66,1.19,1.44,estabilizando,1.4,1.4,2020-06-01,22,2020-12-14 12:37:51,PI
2103,1.65,1.19,1.45,estabilizando,1.4,1.4,2020-06-02,22,2020-12-14 12:37:51,PI
2104,1.66,1.21,1.45,estabilizando,1.4,1.4,2020-06-03,22,2020-12-14 12:37:51,PI
2105,1.66,1.22,1.46,estabilizando,1.4,1.4,2020-06-04,22,2020-12-14 12:37:51,PI
2106,1.66,1.24,1.46,estabilizando,1.4,1.4,2020-06-05,22,2020-12-14 12:37:51,PI
2107,1.65,1.24,1.46,estabilizando,1.5,1.5,2020-06-06,22,2020-12-14 12:37:51,PI
2108,1.64,1.24,1.45,estabilizando,1.5,1.5,2020-06-07,22,2020-12-14 12:37:51,PI
2109,1.62,1.23,1.43,estabilizando,1.5,1.5,2020-06-08,22,2020-12-14 12:37:51,PI
2110,1.59,1.2,1.41,estabilizando,1.4,1.4,2020-06-09,22,2020-12-14 12:37:51,PI
2111,1.57,1.19,1.4,estabilizando,1.4,1.4,2020-06-10,22,2020-12-14 12:37:51,PI
2112,1.55,1.18,1.38,estabilizando,1.4,1.4,2020-06-11,22,2020-12-14 12:37:51,PI
2113,1.54,1.18,1.37,estabilizando,1.4,1.4,2020-06-12,22,2020-12-14 12:37:51,PI
2114,1.52,1.16,1.36,estabilizando,1.4,1.4,2020-06-13,22,2020-12-14 12:37:51,PI
2115,1.51,1.16,1.36,estabilizando,1.4,1.4,2020-06-14,22,2020-12-14 12:37:51,PI
2116,1.51,1.17,1.36,estabilizando,1.4,1.4,2020-06-15,22,2020-12-14 12:37:51,PI
2117,1.51,1.17,1.36,estabilizando,1.4,1.4,2020-06-16,22,2020-12-14 12:37:51,PI
2118,1.51,1.18,1.36,estabilizando,1.4,1.4,2020-06-17,22,2020-12-14 12:37:51,PI
2119,1.52,1.2,1.37,estabilizando,1.4,1.4,2020-06-18,22,2020-12-14 12:37:51,PI
2120,1.52,1.2,1.38,estabilizando,1.4,1.4,2020-06-19,22,2020-12-14 12:37:51,PI
2121,1.52,1.21,1.38,estabilizando,1.4,1.4,2020-06-20,22,2020-12-14 12:37:51,PI
2122,1.53,1.23,1.39,estabilizando,1.4,1.4,2020-06-21,22,2020-12-14 12:37:51,PI
2123,1.53,1.23,1.39,estabilizando,1.4,1.4,2020-06-22,22,2020-12-14 12:37:51,PI
2124,1.52,1.23,1.39,estabilizando,1.4,1.4,2020-06-23,22,2020-12-14 12:37:51,PI
2125,1.51,1.22,1.38,estabilizando,1.4,1.4,2020-06-24,22,2020-12-14 12:37:51,PI
2126,1.5,1.22,1.37,estabilizando,1.4,1.4,2020-06-25,22,2020-12-14 12:37:51,PI
2127,1.48,1.2,1.36,estabilizando,1.4,1.4,2020-06-26,22,2020-12-14 12:37:51,PI
2128,1.47,1.2,1.35,estabilizando,1.4,1.4,2020-06-27,22,2020-12-14 12:37:51,PI
2129,1.46,1.19,1.34,estabilizando,1.4,1.4,2020-06-28,22,2020-12-14 12:37:51,PI
2130,1.46,1.2,1.34,estabilizando,1.4,1.4,2020-06-29,22,2020-12-14 12:37:51,PI
2131,1.46,1.2,1.34,estabilizando,1.4,1.4,2020-06-30,22,2020-12-14 12:37:51,PI
2132,1.46,1.2,1.35,estabilizando,1.3,1.3,2020-07-01,22,2020-12-14 12:37:51,PI
2133,1.46,1.21,1.35,estabilizando,1.3,1.3,2020-07-02,22,2020-12-14 12:37:51,PI
2134,1.45,1.2,1.35,estabilizando,1.3,1.3,2020-07-03,22,2020-12-14 12:37:51,PI
2135,1.45,1.21,1.33,estabilizando,1.3,1.3,2020-07-04,22,2020-12-14 12:37:51,PI
2136,1.42,1.18,1.32,estabilizando,1.3,1.3,2020-07-05,22,2020-12-14 12:37:51,PI
2137,1.4,1.16,1.3,estabilizando,1.3,1.3,2020-07-06,22,2020-12-14 12:37:51,PI
2138,1.39,1.16,1.28,estabilizando,1.3,1.3,2020-07-07,22,2020-12-14 12:37:51,PI
2139,1.37,1.14,1.27,estabilizando,1.3,1.3,2020-07-08,22,2020-12-14 12:37:51,PI
2140,1.36,1.13,1.26,estabilizando,1.3,1.3,2020-07-09,22,2020-12-14 12:37:51,PI
2141,1.34,1.11,1.24,estabilizando,1.3,1.3,2020-07-10,22,2020-12-14 12:37:51,PI
2142,1.34,1.12,1.24,estabilizando,1.3,1.3,2020-07-11,22,2020-12-14 12:37:51,PI
2143,1.33,1.11,1.23,estabilizando,1.3,1.3,2020-07-12,22,2020-12-14 12:37:51,PI
2144,1.31,1.09,1.21,estabilizando,1.2,1.2,2020-07-13,22,2020-12-14 12:37:51,PI
2145,1.29,1.07,1.2,estabilizando,1.2,1.2,2020-07-14,22,2020-12-14 12:37:51,PI
2146,1.27,1.05,1.18,estabilizando,1.2,1.2,2020-07-15,22,2020-12-14 12:37:51,PI
2147,1.26,1.04,1.16,estabilizando,1.2,1.2,2020-07-16,22,2020-12-14 12:37:51,PI
2148,1.25,1.03,1.15,estabilizando,1.2,1.2,2020-07-17,22,2020-12-14 12:37:51,PI
2149,1.24,1.02,1.14,estabilizando,1.2,1.2,2020-07-18,22,2020-12-14 12:37:51,PI
2150,1.24,1.03,1.14,estabilizando,1.2,1.2,2020-07-19,22,2020-12-14 12:37:51,PI
2151,1.24,1.03,1.14,estabilizando,1.2,1.2,2020-07-20,22,2020-12-14 12:37:51,PI
2152,1.24,1.03,1.14,estabilizando,1.1,1.1,2020-07-21,22,2020-12-14 12:37:51,PI
2153,1.24,1.03,1.14,estabilizando,1.1,1.1,2020-07-22,22,2020-12-14 12:37:51,PI
2154,1.24,1.03,1.14,estabilizando,1.1,1.1,2020-07-23,22,2020-12-14 12:37:51,PI
2155,1.24,1.03,1.14,estabilizando,1.1,1.1,2020-07-24,22,2020-12-14 12:37:51,PI
2156,1.23,1.02,1.14,estabilizando,1.1,1.1,2020-07-25,22,2020-12-14 12:37:51,PI
2157,1.23,1.02,1.14,estabilizando,1.1,1.1,2020-07-26,22,2020-12-14 12:37:51,PI
2158,1.22,1.01,1.13,estabilizando,1.1,1.1,2020-07-27,22,2020-12-14 12:37:51,PI
2159,1.22,1.01,1.13,estabilizando,1.1,1.1,2020-07-28,22,2020-12-14 12:37:51,PI
2160,1.21,1.0,1.12,estabilizando,1.1,1.1,2020-07-29,22,2020-12-14 12:37:51,PI
2161,1.21,1.0,1.12,estabilizando,1.1,1.1,2020-07-30,22,2020-12-14 12:37:51,PI
2162,1.2,0.99,1.11,estabilizando,1.1,1.1,2020-07-31,22,2020-12-14 12:37:51,PI
2163,1.19,0.98,1.1,estabilizando,1.1,1.1,2020-08-01,22,2020-12-14 12:37:51,PI
2164,1.19,0.99,1.09,estabilizando,1.1,1.1,2020-08-02,22,2020-12-14 12:37:51,PI
2165,1.18,0.98,1.09,estabilizando,1.1,1.1,2020-08-03,22,2020-12-14 12:37:51,PI
2166,1.18,0.98,1.09,estabilizando,1.1,1.1,2020-08-04,22,2020-12-14 12:37:51,PI
2167,1.18,0.98,1.08,estabilizando,1.1,1.1,2020-08-05,22,2020-12-14 12:37:51,PI
2168,1.18,0.98,1.08,estabilizando,1.1,1.1,2020-08-06,22,2020-12-14 12:37:51,PI
2169,1.17,0.97,1.08,estabilizando,1.1,1.1,2020-08-07,22,2020-12-14 12:37:51,PI
2170,1.17,0.97,1.08,estabilizando,1.1,1.1,2020-08-08,22,2020-12-14 12:37:51,PI
2171,1.16,0.96,1.07,estabilizando,1.1,1.1,2020-08-09,22,2020-12-14 12:37:51,PI
2172,1.16,0.96,1.06,estabilizando,1.1,1.1,2020-08-10,22,2020-12-14 12:37:51,PI
2173,1.15,0.95,1.05,estabilizando,1.1,1.1,2020-08-11,22,2020-12-14 12:37:51,PI
2174,1.14,0.94,1.05,estabilizando,1.1,1.1,2020-08-12,22,2020-12-14 12:37:51,PI
2175,1.13,0.93,1.04,estabilizando,1.1,1.1,2020-08-13,22,2020-12-14 12:37:51,PI
2176,1.12,0.92,1.03,estabilizando,1.1,1.1,2020-08-14,22,2020-12-14 12:37:51,PI
2177,1.12,0.92,1.03,estabilizando,1.0,1.0,2020-08-15,22,2020-12-14 12:37:51,PI
2178,1.12,0.92,1.02,estabilizando,1.0,1.0,2020-08-16,22,2020-12-14 12:37:51,PI
2179,1.12,0.92,1.02,estabilizando,1.0,1.0,2020-08-17,22,2020-12-14 12:37:51,PI
2180,1.11,0.91,1.02,estabilizando,1.0,1.0,2020-08-18,22,2020-12-14 12:37:51,PI
2181,1.11,0.91,1.02,estabilizando,1.0,1.0,2020-08-19,22,2020-12-14 12:37:51,PI
2182,1.11,0.91,1.01,estabilizando,1.0,1.0,2020-08-20,22,2020-12-14 12:37:51,PI
2183,1.1,0.89,1.01,estabilizando,1.0,1.0,2020-08-21,22,2020-12-14 12:37:51,PI
2184,1.1,0.89,1.01,estabilizando,1.0,1.0,2020-08-22,22,2020-12-14 12:37:51,PI
2185,1.09,0.88,1.0,estabilizando,1.0,1.0,2020-08-23,22,2020-12-14 12:37:51,PI
2186,1.09,0.88,1.0,estabilizando,1.0,1.0,2020-08-24,22,2020-12-14 12:37:51,PI
2187,1.08,0.87,1.0,estabilizando,1.0,1.0,2020-08-25,22,2020-12-14 12:37:51,PI
2188,1.08,0.87,0.99,estabilizando,1.0,1.0,2020-08-26,22,2020-12-14 12:37:51,PI
2189,1.08,0.87,0.99,estabilizando,1.0,1.0,2020-08-27,22,2020-12-14 12:37:51,PI
2190,1.08,0.87,0.99,estabilizando,1.0,1.0,2020-08-28,22,2020-12-14 12:37:51,PI
2191,1.07,0.86,0.98,estabilizando,1.0,1.0,2020-08-29,22,2020-12-14 12:37:51,PI
2192,1.07,0.86,0.98,estabilizando,1.0,1.0,2020-08-30,22,2020-12-14 12:37:51,PI
2193,1.06,0.85,0.97,estabilizando,1.0,1.0,2020-08-31,22,2020-12-14 12:37:51,PI
2194,1.06,0.85,0.97,estabilizando,1.0,1.0,2020-09-01,22,2020-12-14 12:37:51,PI
2195,1.06,0.85,0.97,estabilizando,1.0,1.0,2020-09-02,22,2020-12-14 12:37:51,PI
2196,1.06,0.85,0.97,estabilizando,1.0,1.0,2020-09-03,22,2020-12-14 12:37:51,PI
2197,1.06,0.85,0.97,estabilizando,1.0,1.0,2020-09-04,22,2020-12-14 12:37:51,PI
2198,1.06,0.85,0.97,estabilizando,1.0,1.0,2020-09-05,22,2020-12-14 12:37:51,PI
2199,1.06,0.85,0.96,estabilizando,1.0,1.0,2020-09-06,22,2020-12-14 12:37:51,PI
2200,1.05,0.84,0.96,estabilizando,1.0,1.0,2020-09-07,22,2020-12-14 12:37:51,PI
2201,1.05,0.84,0.95,estabilizando,1.0,1.0,2020-09-08,22,2020-12-14 12:37:51,PI
2202,1.05,0.84,0.95,estabilizando,1.0,1.0,2020-09-09,22,2020-12-14 12:37:51,PI
2203,1.05,0.84,0.95,estabilizando,1.0,1.0,2020-09-10,22,2020-12-14 12:37:51,PI
2204,1.04,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-11,22,2020-12-14 12:37:51,PI
2205,1.04,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-12,22,2020-12-14 12:37:51,PI
2206,1.05,0.8300000000000001,0.95,estabilizando,1.0,1.0,2020-09-13,22,2020-12-14 12:37:51,PI
2207,1.05,0.8300000000000001,0.96,estabilizando,1.0,1.0,2020-09-14,22,2020-12-14 12:37:51,PI
2208,1.05,0.8300000000000001,0.95,estabilizando,1.0,1.0,2020-09-15,22,2020-12-14 12:37:51,PI
2209,1.05,0.8300000000000001,0.95,estabilizando,1.0,1.0,2020-09-16,22,2020-12-14 12:37:51,PI
2210,1.04,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-17,22,2020-12-14 12:37:51,PI
2211,1.04,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-18,22,2020-12-14 12:37:51,PI
2212,1.04,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-19,22,2020-12-14 12:37:51,PI
2213,1.04,0.8200000000000001,0.95,estabilizando,1.0,1.0,2020-09-20,22,2020-12-14 12:37:51,PI
2214,1.05,0.8300000000000001,0.95,estabilizando,1.0,1.0,2020-09-21,22,2020-12-14 12:37:51,PI
2215,1.05,0.8300000000000001,0.95,estabilizando,1.0,1.0,2020-09-22,22,2020-12-14 12:37:51,PI
2216,1.05,0.8300000000000001,0.95,estabilizando,1.0,1.0,2020-09-23,22,2020-12-14 12:37:51,PI
2217,1.05,0.8300000000000001,0.95,estabilizando,1.0,1.0,2020-09-24,22,2020-12-14 12:37:51,PI
2218,1.06,0.84,0.95,estabilizando,1.0,1.0,2020-09-25,22,2020-12-14 12:37:51,PI
2219,1.06,0.84,0.96,estabilizando,1.0,1.0,2020-09-26,22,2020-12-14 12:37:51,PI
2220,1.06,0.84,0.96,estabilizando,1.0,1.0,2020-09-27,22,2020-12-14 12:37:51,PI
2221,1.06,0.84,0.96,estabilizando,1.0,1.0,2020-09-28,22,2020-12-14 12:37:51,PI
2222,1.06,0.84,0.96,estabilizando,1.0,1.0,2020-09-29,22,2020-12-14 12:37:51,PI
2223,1.06,0.84,0.96,estabilizando,1.0,1.0,2020-09-30,22,2020-12-14 12:37:51,PI
2224,1.06,0.84,0.96,estabilizando,1.0,1.0,2020-10-01,22,2020-12-14 12:37:51,PI
2225,1.06,0.84,0.96,estabilizando,1.0,1.0,2020-10-02,22,2020-12-14 12:37:51,PI
