city_id,city_name,total,from_0_to_9,from_10_to_19,from_20_to_29,from_30_to_39,from_40_to_49,from_50_to_59,from_60_to_69,from_70_to_79,from_80_to_older
314630,Padre Paraíso,20154,3172,2976,3343,3075,2409,2033,1495,1069,582
314655,Pai Pedro,6089,935,870,1081,940,766,612,465,269,151
314640,Paineiras,4486,405,427,612,554,668,731,552,351,186
314650,Pains,8283,923,1036,1231,1206,1145,1152,821,482,287
314660,Paiva,1529,117,144,195,200,227,254,202,111,79
314670,Palma,6616,663,764,884,1048,903,923,699,464,268
314675,Palmópolis,5507,713,688,762,743,725,653,575,385,263
314690,Papagaios,15674,2350,2429,2819,2354,2171,1809,1027,478,237
314710,Pará de Minas,93969,11095,12891,16070,15558,13446,11331,7766,3882,1930
314700,Paracatu,93158,13439,14383,17204,15671,12511,9757,5951,2823,1419
314720,Paraguaçu,21513,2483,2678,3320,3276,2873,2809,2101,1273,700
314730,Paraisópolis,21083,2543,2686,3255,3195,3127,2835,1865,1048,529
314740,Paraopeba,24540,3178,3507,4248,3848,3385,3075,1865,970,464
314760,Passa Quatro,16344,1901,2090,2488,2435,2424,2175,1603,814,414
314770,Passa Tempo,8084,773,932,1172,1155,1188,1202,850,518,294
314780,Passa-Vinte,2039,217,234,301,256,293,327,207,132,72
314750,Passabém,1649,172,172,224,231,237,230,194,119,70
314790,Passos,114679,13915,15283,18328,17909,16029,14303,10573,5622,2717
314795,Patis,5972,906,848,1094,932,740,636,411,281,124
314800,Patos de Minas,152488,16639,19362,24083,24003,22370,20389,14408,7521,3713
314810,Patrocínio,90757,11662,12780,14991,14219,12752,11231,7362,3869,1891
314820,Patrocínio do Muriaé,5684,580,667,790,872,809,790,598,382,196
314830,Paula Cândido,9571,1185,1267,1501,1452,1233,1264,846,490,333
314840,Paulistas,4830,722,682,775,627,582,542,411,280,209
314850,Pavão,8450,1167,1081,1237,1321,1131,897,746,539,331
314860,Peçanha,17541,2707,2583,2994,2740,2157,1783,1250,810,517
314870,Pedra Azul,24324,3810,3567,3985,3515,3026,2670,1843,1235,673
314875,Pedra Bonita,7097,1176,1155,1196,1163,949,651,487,212,108
314880,Pedra do Anta,3052,306,321,438,395,436,405,348,245,158
314890,Pedra do Indaiá,3972,442,485,561,560,596,561,407,239,121
314900,Pedra Dourada,2504,340,354,428,383,359,279,197,109,55
314910,Pedralva,11195,1356,1400,1764,1525,1525,1612,1092,605,316
314915,Pedras de Maria da Cruz,12107,1901,1736,2187,1874,1415,1347,881,506,260
314920,Pedrinópolis,3635,507,510,538,501,507,494,312,175,91
314930,Pedro Leopoldo,64258,7388,8614,10399,10364,8914,8239,5945,2915,1480
314940,Pedro Teixeira,1807,207,229,284,264,298,261,152,79,33
314950,Pequeri,3320,413,401,500,478,432,442,350,189,115
314960,Pequi,4406,559,551,698,559,630,610,397,234,168
314970,Perdigão,11506,1687,2015,2050,1927,1468,1104,677,388,190
314980,Perdizes,16168,2384,2603,2844,2515,2278,1780,1097,480,187
314990,Perdões,21390,2437,2729,3348,3267,2947,2781,2148,1134,599
314995,Periquito,6810,1039,993,1165,962,878,738,517,323,195
315000,Pescador,4252,612,601,690,623,518,467,356,230,155
315010,Piau,2748,286,281,351,351,400,430,328,201,120
315015,Piedade de Caratinga,8566,1333,1270,1474,1315,1152,950,588,304,180
315020,Piedade de Ponte Nova,4140,599,557,685,627,526,483,326,204,133
315030,Piedade do Rio Grande,4497,422,447,570,546,658,747,595,334,178
315040,Piedade dos Gerais,4982,556,607,717,662,807,691,491,295,156
315050,Pimenta,8660,963,1081,1375,1293,1304,1190,829,413,212
315053,Pingo-d'Água,4941,760,706,727,790,678,560,408,217,95
315057,Pintópolis,7507,1396,1140,1257,1096,824,714,547,352,181
315060,Piracema,6409,621,693,1000,881,955,983,645,395,236
315070,Pirajuba,6199,918,1017,1243,1192,828,477,296,152,76
315080,Piranga,17626,2475,2422,2998,2723,2212,2001,1394,863,538
315090,Piranguçu,5472,654,689,810,777,784,748,549,301,160
315100,Piranguinho,8596,1075,1120,1382,1231,1187,1144,757,451,249
315110,Pirapetinga,10752,1223,1379,1782,1676,1524,1342,1027,522,277
315120,Pirapora,56428,8196,8089,9399,9374,7435,6287,4448,2126,1074
315130,Piraúba,10787,1225,1335,1491,1604,1432,1545,1107,647,401
315140,Pitangui,27989,3625,4077,4696,4294,3844,3351,2228,1191,683
315150,Piumhi,34691,3768,4411,5377,5425,4857,4510,3502,1821,1020
315160,Planura,12133,1848,1907,1957,2162,1620,1261,826,392,160
315170,Poço Fundo,16791,1888,2088,2362,2412,2331,2415,1798,1008,489
315180,Poços de Caldas,167397,19094,21693,25570,27035,23956,20400,16517,8785,4347
315190,Pocrane,8432,915,931,1152,1223,1134,1142,950,615,370
315200,Pompéu,31812,4492,4661,5591,4892,4150,3721,2341,1300,664
315210,Ponte Nova,59742,6782,7657,9141,9484,8409,7796,5690,3029,1754
315213,Ponto Chique,4261,685,666,718,728,502,380,304,183,95
315217,Ponto dos Volantes,12121,2257,1876,1983,1632,1422,1157,847,613,334
315220,Porteirinha,37906,4763,5001,6001,6298,5068,4484,3285,1965,1041
315230,Porto Firme,11279,1251,1349,1609,1905,1717,1489,1023,562,374
315240,Poté,16555,2412,2253,2586,2425,2156,1873,1351,896,603
315250,Pouso Alegre,150737,17888,20652,25411,25117,20962,18127,13009,6442,3129
315260,Pouso Alto,5940,612,618,904,814,851,888,660,377,216
315270,Prados,9031,1119,1269,1359,1335,1307,1243,765,420,214
315280,Prata,27856,3578,3878,4414,4380,4134,3460,2265,1180,567
315290,Pratápolis,8603,879,951,1168,1121,1192,1233,1062,633,364
315300,Pratinha,3603,371,404,479,536,545,512,396,235,125
315310,Presidente Bernardes,5369,708,652,780,657,753,738,515,342,224
315320,Presidente Juscelino,3641,460,427,576,495,538,470,328,234,113
315330,Presidente Kubitschek,3002,539,443,474,445,353,310,227,135,76
315340,Presidente Olegário,19573,2288,2413,3117,2894,2984,2553,1806,1033,485
315360,Prudente de Morais,10733,1367,1518,1925,1760,1433,1324,810,403,193
315370,Quartel Geral,3563,452,500,603,487,463,485,311,174,88
315380,Queluzito,1939,159,190,257,215,312,345,248,140,73
315390,Raposos,16354,2062,2240,2709,2712,2339,1921,1404,676,291
315400,Raul Soares,23762,2754,2888,3186,3340,3390,3305,2442,1485,972
315410,Recreio,10517,1110,1155,1438,1526,1410,1456,1192,789,441
315415,Reduto,7154,1102,1088,1181,1091,895,801,552,281,163
315420,Resende Costa,11500,1303,1436,1753,1652,1587,1627,1172,621,349
315430,Resplendor,17397,2259,2306,2479,2409,2381,2161,1676,1097,629
315440,Ressaquinha,4808,553,596,804,666,733,649,420,262,125
315445,Riachinho,8136,1177,1103,1398,1207,1089,944,658,371,189
315450,Riacho dos Machados,9481,1499,1495,1695,1576,1055,949,626,387,199
315460,Ribeirão das Neves,334858,48528,53142,60004,55650,46598,33587,23421,10024,3904
315470,Ribeirão Vermelho,4033,441,498,576,632,507,514,480,218,167
315480,Rio Acima,10312,1290,1398,1750,1811,1530,1211,757,391,174
315490,Rio Casca,13564,1762,1769,2013,2021,1831,1658,1313,738,459
315510,Rio do Prado,5150,751,654,825,765,676,571,451,274,183
315500,Rio Doce,2610,245,296,428,385,358,409,254,139,96
315520,Rio Espera,5474,603,623,820,686,821,826,514,368,213
315530,Rio Manso,5832,596,671,845,894,897,829,585,349,166
315540,Rio Novo,8949,924,1128,1409,1326,1177,1257,868,551,309
315550,Rio Paranaíba,12313,1538,1796,1903,1966,1768,1554,1004,529,255
315560,Rio Pardo de Minas,30914,4549,4778,5805,5082,3870,3053,2015,1182,580
315570,Rio Piracicaba,14339,1592,1772,2139,2091,2038,2030,1437,823,417
315580,Rio Pomba,17910,1928,2201,2890,2805,2372,2308,1753,1015,638
315590,Rio Preto,5476,602,661,780,764,816,792,543,333,185
315600,Rio Vermelho,12846,1991,1829,2154,1742,1567,1432,1049,667,415
315610,Ritápolis,4604,434,490,680,573,681,720,561,311,154
315620,Rochedo de Minas,2305,277,315,358,330,316,321,229,101,58
315630,Rodeiro,8109,1015,1238,1341,1420,1101,951,563,307,173
315640,Romaria,3533,420,444,532,514,531,507,356,166,63
315645,Rosário da Limeira,4594,481,542,729,729,700,583,450,241,139
315650,Rubelita,5995,865,835,887,780,744,733,609,362,180
315660,Rubim,10241,1294,1320,1531,1436,1350,1241,948,686,435
315670,Sabará,136344,17843,20012,22998,21790,19313,15783,10801,5293,2511
315680,Sabinópolis,15470,2237,2146,2492,2194,1926,1794,1283,844,554
315690,Sacramento,26185,3249,3579,4205,4249,3664,3148,2168,1241,682
315700,Salinas,41527,5294,5658,6611,6701,5613,4586,3511,2240,1313
315710,Salto da Divisa,7009,1193,993,1024,997,847,847,574,322,212
315720,Santa Bárbara,31324,4212,4307,5397,5285,4316,3656,2392,1147,612
315725,Santa Bárbara do Leste,8147,1090,1082,1229,1250,1179,1021,694,393,209
315727,Santa Bárbara do Monte Verde,3150,401,392,478,423,501,483,260,138,74
315730,Santa Bárbara do Tugúrio,4430,535,540,680,616,672,600,415,245,127
315733,Santa Cruz de Minas,8604,1042,1207,1459,1370,1256,1083,710,337,140
315737,Santa Cruz de Salinas,4142,617,533,650,539,505,470,417,259,152
315740,Santa Cruz do Escalvado,4758,510,538,715,676,702,639,492,292,194
315750,Santa Efigênia de Minas,4409,630,636,722,634,591,474,359,242,121
315760,Santa Fé de Minas,3846,637,571,673,528,454,446,310,149,78
315765,Santa Helena de Minas,6366,1245,1006,1020,879,724,596,434,295,167
315770,Santa Juliana,14003,1909,2231,2485,2502,1872,1440,907,460,197
315780,Santa Luzia,219134,30094,33080,37721,36049,31440,23426,16406,7784,3134
315790,Santa Margarida,16208,2540,2529,2590,2465,2051,1821,1270,618,324
315800,Santa Maria de Itabira,10847,1481,1493,1857,1571,1463,1266,860,502,354
315810,Santa Maria do Salto,5232,679,669,762,762,641,667,553,311,188
315820,Santa Maria do Suaçuí,14615,2115,2068,2431,2171,1818,1628,1173,734,477
315920,Santa Rita de Caldas,8949,909,988,1146,1246,1330,1327,1053,641,309
315940,Santa Rita de Ibitipoca,3425,407,422,487,462,519,487,339,195,107
315930,Santa Rita de Jacutinga,4884,486,510,694,649,715,709,541,353,227
315935,Santa Rita de Minas,7212,941,1004,1201,1095,991,826,630,341,183
315950,Santa Rita do Itueto,5489,763,725,810,753,790,700,513,284,151
315960,Santa Rita do Sapucaí,43260,5434,6212,7261,7213,6092,5025,3415,1711,897
315970,Santa Rosa da Serra,3350,428,480,494,488,457,468,321,153,61
315980,Santa Vitória,19742,2364,2582,2933,2945,3037,2453,1742,1096,590
315830,Santana da Vargem,7100,859,952,1084,1081,1035,905,680,354,150
315840,Santana de Cataguases,3872,442,423,509,504,515,543,488,283,165
315850,Santana de Pirapama,7642,885,887,1050,1056,1137,1025,810,500,292
315860,Santana do Deserto,3976,487,515,596,544,558,580,360,222,114
315870,Santana do Garambéu,2458,258,322,350,399,375,292,240,155,67
315880,Santana do Jacaré,4821,520,579,759,719,685,607,481,291,180
315890,Santana do Manhuaçu,8674,1279,1252,1334,1290,1204,975,722,398,220
315895,Santana do Paraíso,34663,5199,5266,5983,5699,4944,3554,2391,1086,541
315900,Santana do Riacho,4295,513,488,674,683,701,567,375,192,102
315910,Santana dos Montes,3777,421,482,559,495,537,533,375,249,126
315990,Santo Antônio do Amparo,18525,2405,2566,3031,2885,2478,2209,1707,850,394
316000,Santo Antônio do Aventureiro,3602,393,417,510,474,508,522,389,248,141
316010,Santo Antônio do Grama,3911,458,460,600,567,549,522,375,229,151
316020,Santo Antônio do Itambé,3838,632,602,678,537,444,400,275,170,100
316030,Santo Antônio do Jacinto,11640,1750,1529,1589,1645,1432,1371,1140,761,423
316040,Santo Antônio do Monte,28243,3575,4056,4710,4419,3905,3365,2296,1247,670
316045,Santo Antônio do Retiro,7277,1182,1110,1287,1136,889,702,531,294,146
316050,Santo Antônio do Rio Abaixo,1765,205,223,265,232,247,282,170,82,59
316060,Santo Hipólito,3087,376,369,469,415,388,437,336,180,117
316070,Santos Dumont,46487,5240,5669,7111,6946,6403,6481,4706,2570,1361
316080,São Bento Abade,5286,822,871,967,791,703,560,323,171,78
316090,São Brás do Suaçuí,3738,417,437,547,628,524,538,361,182,104
316095,São Domingos das Dores,5644,832,841,984,932,763,616,377,190,109
316100,São Domingos do Prata,17359,1923,2058,2530,2551,2348,2378,1774,1126,671
316105,São Félix de Minas,3369,481,477,550,481,507,403,241,153,76
316110,São Francisco,56323,9480,8971,10198,8587,6322,5337,3806,2369,1253
316120,São Francisco de Paula,6527,705,807,1005,1037,983,819,641,338,192
316130,São Francisco de Sales,6238,775,813,953,1100,980,802,463,229,123
316140,São Francisco do Glória,4844,549,574,732,683,712,670,487,273,164
316150,São Geraldo,12366,1409,1715,1963,1955,1689,1614,1078,584,359
316160,São Geraldo da Piedade,3962,571,531,603,565,498,478,351,226,139
316165,São Geraldo do Baixio,4012,560,560,631,583,552,556,307,174,89
316170,São Gonçalo do Abaeté,8389,1350,1273,1434,1234,1047,941,630,322,158
316180,São Gonçalo do Pará,12411,1556,1797,1951,1929,1796,1502,987,575,318
316190,São Gonçalo do Rio Abaixo,10920,1346,1606,1885,1822,1562,1189,797,457,256
312550,São Gonçalo do Rio Preto,3167,424,413,550,504,439,375,236,166,60
316200,São Gonçalo do Sapucaí,25449,3231,3467,4092,3782,3334,3172,2378,1297,696
316210,São Gotardo,35469,4752,5467,6081,5884,4744,3925,2537,1374,705
316220,São João Batista do Glória,7453,818,906,1169,1087,1089,1021,760,415,188
316225,São João da Lagoa,4915,672,632,881,785,680,574,402,196,93
316230,São João da Mata,2749,281,300,408,397,400,423,308,156,76
316240,São João da Ponte,25165,3550,3504,4506,4183,3067,2693,1941,1168,553
316245,São João das Missões,13014,3009,2687,2361,1792,1170,918,564,345,168
316250,São João del Rei,90082,9202,11131,13719,13871,13235,12787,9100,4593,2444
316255,São João do Manhuaçu,11559,1767,1828,1967,1851,1459,1285,798,403,201
316257,São João do Manteninha,5859,742,766,872,843,848,768,538,295,187
316260,São João do Oriente,7498,981,916,1173,1029,1062,938,704,431,264
316265,São João do Pacuí,4419,705,615,746,678,548,464,352,204,107
316270,São João do Paraíso,23618,3127,3286,4343,4131,2879,2360,1815,1117,560
316280,São João Evangelista,15774,2071,2093,2664,2290,2030,1882,1331,871,542
316290,São João Nepomuceno,26361,2782,3290,4117,3939,3471,3747,2687,1430,898
316292,São Joaquim de Bicas,31578,4180,4693,5694,6075,4401,3014,2012,1043,466
316294,São José da Barra,7426,952,989,1215,1167,1004,963,683,321,132
316295,São José da Lapa,23766,3080,3474,4171,3748,3388,2769,1870,860,406
316300,São José da Safira,4268,737,671,769,675,551,432,238,127,68
316310,São José da Varginha,5004,656,703,829,749,734,613,368,224,128
316320,São José do Alegre,4196,496,528,674,593,603,576,408,209,109
316330,São José do Divino,3860,570,534,628,595,509,430,289,196,109
316340,São José do Goiabal,5420,642,625,802,748,737,760,563,327,216
316350,São José do Jacuri,6453,940,895,1024,897,844,787,520,340,206
316360,São José do Mantimento,2791,343,377,425,429,410,373,226,132,76
316370,São Lourenço,45851,5199,5580,6753,6881,6249,6121,4899,2640,1529
316380,São Miguel do Anta,6938,778,846,1093,1050,936,919,697,367,252
316390,São Pedro da União,4659,494,495,705,641,618,670,569,314,153
316410,São Pedro do Suaçuí,5246,676,668,808,815,641,601,475,359,203
316400,São Pedro dos Ferros,7781,1043,980,1111,1114,1000,1056,770,441,266
316420,São Romão,12337,2077,1903,2327,2187,1496,1188,669,322,168
316430,São Roque de Minas,7051,833,902,1086,1004,1024,993,665,370,174
316440,São Sebastião da Bela Vista,5504,812,754,812,823,738,664,521,259,121
316443,São Sebastião da Vargem Alegre,3007,381,355,480,462,433,386,288,147,75
316447,São Sebastião do Anta,6555,996,1017,1061,1045,841,674,498,263,160
316450,São Sebastião do Maranhão,10044,1606,1413,1621,1423,1273,1115,793,522,278
316460,São Sebastião do Oeste,6775,909,1108,1030,1172,824,726,546,298,162
316470,São Sebastião do Paraíso,70956,8798,9676,11346,11282,9500,8439,6561,3494,1860
316480,São Sebastião do Rio Preto,1506,209,179,151,143,235,232,165,116,76
316490,São Sebastião do Rio Verde,2241,261,256,341,319,330,325,231,108,70
316520,São Thomé das Letras,7089,891,1007,1307,1047,1096,919,529,209,84
316500,São Tiago,10941,1273,1424,1707,1656,1547,1424,1006,578,326
316510,São Tomás de Aquino,7021,957,969,1090,1026,883,745,694,423,234
316530,São Vicente de Minas,7753,898,1004,1321,1137,1076,1040,705,371,201
316540,Sapucaí-Mirim,6930,933,967,1156,981,959,847,598,329,160
316550,Sardoá,6300,942,952,1133,928,799,681,461,261,143
316553,Sarzedo,32752,4952,5148,5714,5348,4888,3409,1995,906,392
316556,Sem-Peixe,2633,247,252,362,375,356,386,287,234,134
316557,Senador Amaral,5356,784,807,908,849,775,616,377,173,67
316560,Senador Cortes,2005,303,303,319,285,265,237,153,87,53
316570,Senador Firmino,7812,891,862,1131,1124,1013,1166,831,520,274
316580,Senador José Bento,1502,102,157,209,181,193,265,210,121,64
316590,Senador Modestino Gonçalves,4156,537,511,691,624,572,506,355,243,117
316600,Senhora de Oliveira,5786,703,754,889,835,831,773,485,311,205
316610,Senhora do Porto,3523,575,515,515,457,441,389,284,210,137
316620,Senhora dos Remédios,10459,1195,1342,1505,1535,1570,1423,958,631,300
316630,Sericita,7326,1049,1054,1178,1180,1006,800,547,329,183
316640,Seritinga,1851,206,211,285,266,274,266,183,110,50
316650,Serra Azul de Minas,4293,762,704,810,598,476,406,278,162,97
316660,Serra da Saudade,781,84,101,113,129,102,96,92,41,23
316680,Serra do Salitre,11582,1698,1762,2044,1815,1600,1352,761,381,169
316670,Serra dos Aimorés,8699,1324,1286,1339,1370,1097,906,681,415,281
316690,Serrania,7669,1082,1113,1167,1046,935,934,736,413,243
316695,Serranópolis de Minas,4781,691,665,749,756,574,556,409,258,123
316700,Serranos,1963,239,246,339,325,266,260,150,92,46
316710,Serro,20966,3115,3140,3700,3042,2548,2418,1575,869,559
316720,Sete Lagoas,239639,28261,32827,40350,40879,33924,29086,19826,9830,4656
316555,Setubinha,12258,2734,2190,2167,1725,1177,926,699,428,212
316730,Silveirânia,2261,228,241,341,330,322,363,242,116,78
316740,Silvianópolis,6238,717,787,891,861,840,862,647,424,209
316750,Simão Pereira,2615,307,348,433,389,359,363,238,125,53
316760,Simonésia,19633,2931,2935,3197,3196,2708,2043,1409,792,422
316770,Sobrália,5553,781,689,801,704,743,717,561,330,227
316780,Soledade de Minas,6151,850,786,881,914,828,790,582,333,187
316790,Tabuleiro,3750,386,405,533,501,493,563,444,262,163
316800,Taiobeiras,34132,4777,4985,5835,5522,4404,3563,2596,1524,926
316805,Taparuba,3110,357,347,392,435,398,449,358,231,143
316810,Tapira,4773,583,626,798,799,647,653,431,162,74
316820,Tapiraí,1875,194,231,276,243,244,301,195,126,65
316830,Taquaraçu de Minas,4077,560,549,611,571,590,530,356,215,95
316840,Tarumirim,14326,1972,1838,2010,2066,1969,1736,1339,875,521
316850,Teixeiras,11661,1243,1305,1763,1660,1670,1663,1255,694,408
316860,Teófilo Otoni,140592,18703,19860,22119,22684,19224,16053,11249,6714,3986
316870,Timóteo,89842,10693,12238,14225,14456,12272,11864,8042,3958,2094
316880,Tiradentes,7981,890,983,1317,1333,1205,1074,714,317,148
316890,Tiros,6480,699,738,850,848,956,957,790,427,215
316900,Tocantins,16659,1924,2069,2623,2507,2380,2210,1550,913,483
316905,Tocos do Moji,4101,326,397,564,596,648,719,454,269,128
316910,Toledo,6258,806,824,958,888,897,781,578,345,181
316920,Tombos,8022,952,1018,1068,1154,1052,1018,870,519,371
316930,Três Corações,79482,10333,11425,13328,12887,10781,9218,6656,3264,1590
316935,Três Marias,32356,4182,4540,5500,5156,4574,3893,2670,1301,540
316940,Três Pontas,56746,7173,7804,9189,8675,8070,6813,5197,2529,1296
316950,Tumiritinga,6732,1077,1058,1092,903,859,774,492,325,152
316960,Tupaciguara,25327,2915,3098,3822,3577,3626,3444,2459,1524,862
316970,Turmalina,19964,2851,2896,3570,3632,2485,2067,1335,731,397
316980,Turvolândia,5040,604,723,823,749,687,620,474,244,116
316990,Ubá,115552,14339,16500,19354,19214,16087,13795,9309,4572,2382
317000,Ubaí,12533,2214,2004,2232,1882,1440,1127,844,528,262
317005,Ubaporanga,12471,1706,1624,1917,1812,1731,1595,1139,589,358
317010,Uberaba,333783,38345,44376,52417,56815,47199,40695,29851,15827,8258
317020,Uberlândia,691305,83688,98268,111916,116654,99084,82736,57534,28129,13296
317030,Umburatiba,2611,374,376,385,414,338,291,227,131,75
317040,Unaí,84378,11372,11978,14019,13821,12423,9776,6439,3109,1441
317043,União de Minas,4304,558,610,675,693,642,497,348,196,85
317047,Uruana de Minas,3264,442,400,540,454,478,417,289,163,81
317050,Urucânia,10358,1388,1427,1722,1581,1439,1224,828,490,259
317052,Urucuia,16865,3110,2854,3185,2599,1989,1375,882,591,280
317057,Vargem Alegre,6480,742,804,945,913,943,861,646,391,235
317060,Vargem Bonita,2153,269,258,290,318,265,308,253,129,63
317065,Vargem Grande do Rio Pardo,5007,709,751,949,798,643,517,357,178,105
317070,Varginha,135558,16136,18091,21718,22630,19448,16445,12507,5774,2809
317075,Varjão de Minas,7036,1066,1090,1339,1199,969,708,393,189,83
317080,Várzea da Palma,39493,5488,5859,6798,6621,5185,4410,3024,1444,664
317090,Varzelândia,19320,3372,3004,3440,2928,2078,1855,1387,797,459
317100,Vazante,20590,2554,2740,3310,3247,3076,2664,1713,895,391
317103,Verdelândia,9355,1872,1693,1883,1425,966,730,438,239,109
317107,Veredinha,5720,741,768,1010,984,738,654,464,241,120
317110,Veríssimo,3999,537,575,612,503,588,512,380,193,99
317115,Vermelho Novo,4839,615,618,725,728,748,632,401,235,137
317120,Vespasiano,127601,18557,20358,23041,21394,17941,12924,8202,3677,1507
317130,Viçosa,78846,8569,10657,12268,13484,10986,9936,7534,3562,1850
317140,Vieiras,3608,421,412,524,525,467,518,406,208,127
317160,Virgem da Lapa,13752,1711,1779,2219,2279,1749,1677,1179,733,426
317170,Virgínia,8674,1031,1061,1259,1342,1235,1173,881,462,230
317180,Virginópolis,10510,1306,1357,1696,1519,1337,1369,978,574,374
317190,Virgolândia,5380,689,711,812,758,655,707,488,319,241
317200,Visconde do Rio Branco,42564,5251,5861,6838,7027,5706,5265,3567,1950,1099
317210,Volta Grande,5252,696,746,799,797,667,651,454,269,173
317220,Wenceslau Braz,2552,309,335,363,350,361,373,251,137,73
320010,Afonso Cláudio,30586,4238,3919,4355,4690,4381,3729,2756,1618,900
320016,Água Doce do Norte,11019,1627,1431,1618,1607,1546,1276,1009,564,341
320013,Águia Branca,9642,1383,1301,1399,1476,1394,1220,804,443,222
320020,Alegre,30084,3734,3803,4560,4660,3962,3898,2882,1560,1025
320030,Alfredo Chaves,14601,1791,1668,1962,2240,2197,1994,1481,806,462
320035,Alto Rio Novo,7836,1182,1084,1094,1199,1139,984,661,324,169
320040,Anchieta,29263,4127,4056,4464,5023,4076,3350,2351,1182,634
320050,Apiacá,7567,999,942,1112,1127,1025,942,728,416,276
320060,Aracruz,101220,15799,15275,17066,17291,13626,10363,7156,3050,1594
320070,Atilio Vivacqua,11936,1626,1705,1834,1948,1590,1389,1032,514,298
320080,Baixo Guandu,30998,4144,4046,4643,4525,4424,3880,2774,1564,998
320090,Barra de São Francisco,44650,6475,6046,6741,7172,6271,5385,3518,1935,1107
320100,Boa Esperança,15037,2208,2140,2347,2289,2008,1796,1256,633,360
320110,Bom Jesus do Norte,9936,1284,1348,1457,1559,1297,1178,1000,486,327
320115,Brejetuba,12404,2135,1912,1954,2075,1804,1238,787,337,162
320120,Cachoeiro de Itapemirim,208972,27761,28372,33311,34695,28485,24957,17756,8779,4856
320130,Cariacica,381285,57958,57893,61648,63068,51714,41118,28233,13234,6419
320140,Castelo,37534,4338,4711,5534,6019,5371,4933,3476,1924,1228
320150,Colatina,122499,14470,15845,18800,20400,17669,16002,10804,5390,3119
320160,Conceição da Barra,31063,5278,4686,5155,4874,4071,3258,2108,1086,547
320170,Conceição do Castelo,12723,1750,1732,1855,2056,1743,1503,1120,605,359
320180,Divino de São Lourenço,4304,647,596,683,642,590,528,388,157,73
320190,Domingos Martins,33850,4432,4437,5152,5545,5034,4164,2716,1494,876
320200,Dores do Rio Preto,6749,1022,997,1062,1078,878,797,518,260,137
320210,Ecoporanga,22923,3255,3001,3252,3483,3417,2814,2007,1059,635
320220,Fundão,21509,3144,3060,3224,3223,2894,2505,1917,946,596
320225,Governador Lindenberg,12709,1836,1795,1938,1989,1764,1536,1004,529,318
320230,Guaçuí,30867,4271,4266,4688,4750,3961,3565,2886,1524,956
320240,Guarapari,124859,17695,17471,19044,19570,17270,14774,10744,5475,2816
320245,Ibatiba,26082,4026,3810,4051,4187,3629,2742,1964,1088,585
320250,Ibiraçu,12479,1619,1673,1957,2053,1788,1492,1023,552,322
320255,Ibitirama,8889,1524,1368,1342,1357,1120,988,689,325,176
320260,Iconha,13860,1514,1589,2094,2339,2094,1861,1325,656,388
320265,Irupi,13377,2068,1966,2075,2155,1879,1440,991,517,286
320270,Itaguaçu,14066,1540,1534,1872,2034,2025,2025,1597,859,580
320280,Itapemirim,34348,5363,4976,5209,5318,4632,3978,2744,1404,724
320290,Itarana,10555,1096,1269,1514,1647,1543,1413,1052,628,393
320300,Iúna,29161,4490,4218,4560,4800,3909,3373,2169,1079,563
320305,Jaguaré,30477,5243,4838,5047,5148,3875,2973,1956,926,471
320310,Jerônimo Monteiro,12192,1516,1524,1800,1766,1676,1669,1129,667,445
320313,João Neiva,16668,1942,1996,2467,2686,2439,2132,1679,798,529
320316,Laranja da Terra,10947,1145,1189,1465,1688,1705,1579,1092,718,366
320320,Linhares,173555,27791,27013,28965,29945,23347,17009,11381,5342,2762
320330,Mantenópolis,15350,2252,2046,2243,2315,2146,1813,1350,755,430
320332,Marataízes,38499,5558,5259,5717,5946,5205,4688,3396,1795,935
320334,Marechal Floriano,16694,2404,2244,2559,2671,2431,1994,1354,664,373
320335,Marilândia,12833,1450,1563,1884,2107,1830,1777,1194,654,374
320340,Mimoso do Sul,26153,3369,3226,3734,4080,3606,3560,2515,1295,768
320350,Montanha,18833,2678,2486,2778,2903,2611,2276,1559,974,568
320360,Mucurici,5524,745,666,804,847,758,750,508,295,151
320370,Muniz Freire,17465,2508,2365,2687,2680,2351,2111,1495,816,452
320380,Muqui,15449,1917,1954,2259,2440,2145,2049,1429,768,488
320390,Nova Venécia,50110,6906,6822,8084,7836,7024,6053,4152,2034,1199
320400,Pancas,23184,3398,3260,3537,3655,3230,2652,1880,1037,535
320405,Pedro Canário,26184,4499,4085,4381,4240,3434,2595,1707,835,408
320410,Pinheiros,27047,4369,4109,4102,4319,3605,2817,2014,1106,606
320420,Piúma,21711,3031,2922,3457,3318,3090,2724,1807,917,445
320425,Ponto Belo,7863,1144,1049,1157,1149,1089,964,671,388,252
320430,Presidente Kennedy,11574,1642,1561,1859,1892,1662,1323,927,473,235
320435,Rio Bananal,19141,2585,2642,2907,3084,2740,2422,1531,764,466
320440,Rio Novo do Sul,11622,1407,1448,1695,1978,1618,1435,1089,570,382
320450,Santa Leopoldina,12224,1541,1536,1807,1907,1748,1664,1091,567,363
320455,Santa Maria de Jetibá,40431,5806,5758,7012,7080,5596,4212,2823,1438,706
320460,Santa Teresa,23590,2781,2820,3348,3671,3422,3170,2318,1280,780
320465,São Domingos do Norte,8638,1195,1143,1263,1407,1173,1076,763,390,228
320470,São Gabriel da Palha,37947,5064,5283,6091,6640,5338,4319,2905,1467,840
320480,São José do Calçado,10556,1350,1291,1484,1463,1389,1425,1095,623,436
