city_id,city_name,total,from_0_to_9,from_10_to_19,from_20_to_29,from_30_to_39,from_40_to_49,from_50_to_59,from_60_to_69,from_70_to_79,from_80_to_older
250310,Cabaceiras,5611,837,843,855,829,713,633,425,317,159
250320,Cabedelo,67736,9376,11253,11324,11118,9639,7485,4362,2196,983
250330,Cachoeira dos Índios,10244,1407,1569,1802,1718,1251,975,705,544,273
250340,Cacimba de Areia,3682,501,563,571,597,486,429,275,172,88
250350,Cacimba de Dentro,17187,2580,2596,2953,2581,1959,1861,1155,949,553
250355,Cacimbas,7173,1588,1435,1263,907,685,534,364,254,143
250360,Caiçara,7201,998,1063,1216,1066,1016,803,484,358,197
250370,Cajazeiras,61993,8045,9694,10358,10437,8137,6244,4620,2937,1521
250375,Cajazeirinhas,3193,471,505,491,550,375,372,231,135,63
250380,Caldas Brandão,6014,770,912,1118,893,843,659,382,299,138
250390,Camalaú,6013,890,928,1000,812,804,662,443,308,166
250400,Campina Grande,409731,53062,65958,68729,67207,55272,45059,29189,16770,8485
250403,Capim,6523,1178,1180,1187,967,846,517,350,206,92
250407,Caraúbas,4162,558,649,638,586,535,500,335,244,117
250410,Carrapateira,2659,380,400,505,444,320,274,188,100,48
250415,Casserengue,7468,1174,1198,1308,1064,893,753,506,377,195
250420,Catingueira,4932,715,795,754,789,630,536,366,222,125
250430,Catolé do Rocha,30546,3919,4679,4785,5002,4107,3504,2327,1414,809
250435,Caturité,4852,729,811,790,672,625,550,331,227,117
250440,Conceição,18982,2599,2949,3014,3081,2536,2013,1395,945,450
250450,Condado,6654,888,917,899,967,863,851,599,425,245
250460,Conde,24670,4257,4463,4390,3839,3186,2270,1356,663,246
250470,Congo,4786,626,734,784,653,662,555,330,277,165
250480,Coremas,15445,2162,2400,2415,2372,2006,1769,1177,768,376
250485,Coxixola,1921,204,243,307,305,266,262,140,122,72
250490,Cruz do Espírito Santo,17319,2788,3107,3039,2697,2365,1599,922,557,245
250500,Cubati,7797,1258,1361,1279,1198,909,778,469,353,192
250510,Cuité,20338,2709,3063,3239,3112,2586,2268,1563,1104,694
250523,Cuité de Mamanguape,6353,987,991,1047,934,789,711,455,286,153
250520,Cuitegi,6803,1065,1075,1185,1060,877,614,434,313,180
250527,Curral de Cima,5227,857,824,943,736,700,468,336,228,135
250530,Curral Velho,2516,370,408,443,419,333,258,151,99,35
250535,Damião,5330,909,836,928,813,635,505,341,231,132
250540,Desterro,8297,1286,1338,1368,1172,1054,859,588,434,198
250560,Diamante,6552,890,1033,1122,1056,861,654,475,306,155
250570,Dona Inês,10453,1700,1650,1814,1477,1251,999,711,548,303
250580,Duas Estradas,3596,500,562,610,543,428,381,242,211,119
250590,Emas,3522,596,589,548,589,469,310,207,144,70
250600,Esperança,33007,5000,5461,5240,5080,4374,3328,2153,1507,864
250610,Fagundes,11253,1745,1648,1896,1675,1359,1155,863,607,305
250620,Frei Martinho,2989,366,381,407,457,373,374,288,209,134
250625,Gado Bravo,8316,1289,1269,1466,1205,975,870,612,415,215
250630,Guarabira,58833,8010,9269,10032,9751,8232,6095,3759,2369,1316
250640,Gurinhém,14129,2033,2242,2364,2133,1941,1508,909,653,346
250650,Gurjão,3428,444,495,545,529,468,420,268,172,87
250660,Ibiara,5929,743,804,907,865,805,685,524,400,196
250260,Igaracy,6117,851,944,969,914,763,668,512,328,168
250670,Imaculada,11819,2131,2198,1980,1787,1441,1010,657,419,196
250680,Ingá,18103,2682,2810,2972,2597,2340,1903,1360,908,531
250690,Itabaiana,24477,3153,3630,4013,3787,3533,2799,1785,1160,617
250700,Itaporanga,24692,3654,4192,4058,4093,3331,2334,1549,983,498
250710,Itapororoca,18664,2916,3019,3169,2944,2424,1763,1167,830,432
250720,Itatuba,10962,1691,1800,1855,1648,1332,1061,784,527,264
250730,Jacaraú,14431,2197,2233,2404,2050,1766,1501,1037,809,434
250740,Jericó,7739,980,1149,1281,1119,968,898,655,449,240
250750,João Pessoa,809015,98296,126959,132436,137930,115100,92602,59595,31893,14204
251365,Joca Claudino,2636,341,380,408,410,345,294,233,147,78
250760,Juarez Távora,7936,1194,1334,1343,1167,986,813,488,366,245
250770,Juazeirinho,18171,3120,3356,3004,2876,2128,1606,1025,690,366
250780,Junco do Seridó,7150,1093,1164,1176,1177,888,699,503,292,158
250790,Juripiranga,10756,1694,1830,1869,1728,1261,955,650,502,267
250800,Juru,9867,1351,1438,1694,1515,1292,1074,775,507,221
250810,Lagoa,4666,567,660,739,703,630,516,413,280,158
250820,Lagoa de Dentro,7719,1192,1137,1321,1033,964,823,571,425,253
250830,Lagoa Seca,27503,4112,4612,4504,4310,3606,2831,1744,1190,594
250840,Lastro,2737,376,409,394,469,365,294,227,146,57
250850,Livramento,7256,1182,1160,1171,1070,888,713,506,358,208
250855,Logradouro,4332,666,670,759,647,544,449,243,225,129
250860,Lucena,13080,2192,2378,2178,1973,1755,1177,811,435,181
250870,Mãe d'Água,4009,595,593,593,647,553,427,309,192,100
250880,Malta,5759,784,898,903,830,723,636,471,316,198
250890,Mamanguape,44882,7258,7821,7875,6973,5802,4279,2617,1517,740
250900,Manaíra,10955,1810,1846,1894,1707,1221,1025,695,524,233
250905,Marcação,8558,1646,1624,1571,1310,971,689,402,232,113
250910,Mari,21837,3121,3421,3481,3301,2894,2312,1542,1144,621
250915,Marizópolis,6617,966,1029,964,999,899,714,517,342,187
250920,Massaranduba,13918,1953,2195,2480,2128,1878,1380,860,668,376
250930,Mataraca,8434,1596,1585,1578,1263,980,699,400,235,98
250933,Matinhas,4500,745,721,777,666,536,481,269,192,113
250937,Mato Grosso,2908,408,442,495,443,357,336,229,125,73
250939,Maturéia,6569,1028,1117,1151,1019,815,632,364,301,142
250940,Mogeiro,13284,1954,2088,2318,2015,1660,1333,921,657,338
250950,Montadas,5669,861,918,885,932,691,543,385,304,150
250960,Monte Horebe,4816,750,785,868,775,600,441,298,199,100
250970,Monteiro,33222,4523,5047,5373,5021,4459,3787,2446,1625,941
250980,Mulungu,9902,1403,1591,1558,1565,1363,1046,646,467,263
250990,Natuba,10454,1676,1702,1869,1548,1243,949,719,464,284
251000,Nazarezinho,7301,989,1088,1092,1111,975,778,619,431,218
251010,Nova Floresta,10638,1508,1712,1810,1520,1340,1126,694,578,350
251020,Nova Olinda,5949,860,925,1008,896,760,607,464,292,137
251030,Nova Palmeira,4906,635,750,752,778,640,561,377,268,145
251040,Olho d'Água,6526,887,994,1060,1033,863,729,528,306,126
251050,Olivedos,3932,514,603,638,636,544,418,254,196,129
251060,Ouro Velho,3039,376,431,459,444,402,415,264,154,94
251065,Parari,1771,242,252,266,274,225,211,153,91,57
251070,Passagem,2419,388,390,351,387,309,237,180,112,65
251080,Patos,107605,14783,17674,17759,17919,14613,11087,7234,4362,2174
251090,Paulista,12347,1568,1800,2013,1934,1729,1416,995,580,312
251100,Pedra Branca,3801,519,609,597,614,518,381,300,170,93
251110,Pedra Lavrada,7843,1107,1226,1223,1265,980,849,545,429,219
251120,Pedras de Fogo,28458,4350,4656,5089,4660,3751,2657,1696,1045,554
251272,Pedro Régis,6089,1003,967,1003,910,730,589,400,323,164
251130,Piancó,16075,2049,2372,2526,2502,2310,1846,1244,824,402
251140,Picuí,18703,2590,3008,3110,2808,2364,2057,1313,928,525
251150,Pilar,11917,1798,1957,2119,1784,1638,1132,753,485,251
251160,Pilões,6635,1180,1143,1097,1062,797,556,394,252,154
251170,Pilõezinhos,4976,744,786,841,783,595,495,376,222,134
251180,Pirpirituba,10579,1599,1660,1798,1653,1341,1089,718,449,272
251190,Pitimbu,19065,3490,3582,3278,2916,2496,1644,962,496,201
251200,Pocinhos,18564,3138,3197,2915,2711,2329,1706,1180,885,503
251203,Poço Dantas,3888,640,651,672,619,450,362,243,169,82
251207,Poço de José de Moura,4307,558,582,709,643,580,475,369,254,137
251210,Pombal,32801,4009,4800,5012,5125,4581,3865,2671,1774,964
251220,Prata,4209,615,654,621,617,534,487,323,217,141
251230,Princesa Isabel,23345,3528,3781,3984,3801,2985,2210,1515,1015,526
251240,Puxinanã,13680,2214,2282,2239,2156,1720,1283,868,595,323
251250,Queimadas,43967,6369,6969,7895,6863,5668,4525,2825,1908,945
251260,Quixabá,1956,313,317,372,292,274,183,102,72,31
251270,Remígio,19621,3058,3270,3139,2866,2366,1958,1372,1000,592
251274,Riachão,3588,571,592,633,552,455,310,217,161,97
251275,Riachão do Bacamarte,4521,631,738,746,668,586,494,320,222,116
251276,Riachão do Poço,4509,646,754,722,700,633,438,300,220,96
251278,Riacho de Santo Antônio,1948,328,334,333,286,256,189,112,71,39
251280,Riacho dos Cavalos,8526,1144,1290,1457,1398,1124,924,643,366,180
251290,Rio Tinto,24176,3399,3843,4085,3777,3204,2598,1714,997,559
251300,Salgadinho,3885,679,648,603,599,508,334,250,167,97
251310,Salgado de São Félix,12140,1695,1761,1921,1720,1515,1309,1039,731,449
251315,Santa Cecília,6558,1033,1014,1171,962,803,648,450,312,165
251320,Santa Cruz,6583,798,822,793,974,936,806,677,486,291
251330,Santa Helena,5889,721,752,872,837,786,716,584,413,208
251335,Santa Inês,3595,551,604,649,564,458,358,225,132,54
251340,Santa Luzia,15382,1959,2386,2361,2326,2075,1721,1233,834,487
251370,Santa Rita,136586,20144,23376,23726,21353,19029,13873,8386,4584,2115
251380,Santa Teresinha,4573,576,658,674,640,708,579,348,256,134
251350,Santana de Mangueira,5162,748,833,860,796,670,524,381,252,98
251360,Santana dos Garrotes,7031,903,970,1080,1016,903,852,666,429,212
251385,Santo André,2521,304,325,384,370,352,317,224,156,89
251392,São Bentinho,4529,650,687,690,670,587,483,363,255,144
251390,São Bento,34031,4836,5779,5955,5592,4678,3478,1991,1215,507
251396,São Domingos,3073,354,411,449,480,424,362,274,211,108
251394,São Domingos do Cariri,2615,337,381,418,391,323,313,199,156,97
251398,São Francisco,3392,382,434,445,505,489,408,345,234,150
251400,São João do Cariri,4199,505,575,659,597,595,514,354,251,149
250070,São João do Rio do Peixe,18034,2079,2399,2731,2851,2591,2182,1575,1095,531
251410,São João do Tigre,4422,706,684,689,596,569,487,345,232,114
251420,São José da Lagoa Tapada,7630,1074,1111,1078,1137,999,869,682,436,244
251430,São José de Caiana,6359,1034,1136,1161,1019,760,523,399,233,94
251440,São José de Espinharas,4682,693,718,696,698,601,511,361,280,124
251450,São José de Piranhas,20251,2793,3247,3383,3272,2578,2077,1407,994,500
251455,São José de Princesa,4003,565,628,693,601,535,397,280,214,90
251460,São José do Bonfim,3557,532,614,568,538,519,370,222,130,64
251465,São José do Brejo do Cruz,1801,265,301,282,288,250,182,126,75,32
251470,São José do Sabugi,4141,524,618,665,648,587,460,312,218,109
251480,São José dos Cordeiros,3628,526,525,485,550,484,406,309,218,125
251445,São José dos Ramos,5957,941,929,1022,877,777,614,391,250,156
251490,São Mamede,7724,996,1082,968,1134,1064,983,705,515,277
251500,São Miguel de Taipu,7368,1268,1331,1287,1103,909,688,409,243,130
251510,São Sebastião de Lagoa de Roça,11661,1680,1893,1840,1753,1548,1295,805,558,289
251520,São Sebastião do Umbuzeiro,3489,538,556,592,536,401,359,237,176,94
251540,São Vicente do Seridó,10775,1713,1923,2081,1660,1232,917,599,434,216
251530,Sapé,52625,7403,8358,8776,8177,6870,5592,3759,2456,1234
251550,Serra Branca,13699,1777,1977,1975,2027,1721,1664,1175,824,559
251560,Serra da Raiz,3148,451,487,517,475,407,317,228,165,101
251570,Serra Grande,2909,428,417,494,497,347,309,202,141,74
251580,Serra Redonda,7041,959,1019,1174,1007,882,804,552,368,276
251590,Serraria,6099,981,950,1009,840,772,621,457,304,165
251593,Sertãozinho,5024,702,805,789,712,673,515,351,307,170
251597,Sobrado,7783,1130,1238,1372,1259,1050,806,455,315,158
251600,Solânea,26407,3837,4201,4097,3852,3373,2823,1988,1427,809
251610,Soledade,14989,2260,2493,2366,2283,1975,1495,1046,709,362
251615,Sossêgo,3555,596,623,604,504,425,355,213,152,83
251620,Sousa,69444,9205,10830,10502,11295,9771,7527,5095,3454,1765
251630,Sumé,16966,2048,2365,2620,2757,2366,1991,1306,958,555
251640,Tacima,10911,1472,1619,1876,1854,1572,1108,635,496,279
251650,Taperoá,15376,2200,2438,2549,2348,1838,1588,1118,817,480
251660,Tavares,14726,2165,2389,2526,2310,1809,1491,987,704,345
251670,Teixeira,15161,2477,2687,2525,2412,1830,1404,967,568,291
251675,Tenório,3058,454,511,570,523,383,255,178,124,60
251680,Triunfo,9455,1265,1353,1663,1465,1145,932,804,548,280
251690,Uiraúna,15242,1919,2164,2293,2487,1957,1706,1311,921,484
251700,Umbuzeiro,9907,1438,1521,1755,1469,1145,1041,718,529,291
251710,Várzea,2810,326,430,385,454,381,327,230,184,93
251720,Vieirópolis,5348,654,704,782,798,747,615,497,374,177
250550,Vista Serrana,3798,535,631,625,604,533,360,232,187,91
251740,Zabelê,2240,352,375,338,341,289,231,155,105,54
260005,Abreu e Lima,99990,12921,15112,15863,16104,14828,11821,7843,3892,1606
260010,Afogados da Ingazeira,37259,5507,5710,6044,5754,4793,3974,2759,1797,921
260020,Afrânio,19635,3301,3319,3283,3032,2501,1835,1151,832,381
260030,Agrestina,24885,3680,3942,4310,3845,3257,2507,1593,1148,603
260040,Água Preta,36771,6242,6446,6695,6281,4572,3183,1890,1056,406
260050,Águas Belas,43443,8605,7859,7170,6119,4707,3600,2629,1827,927
260060,Alagoinha,14636,2317,2347,2324,2103,1820,1556,1065,710,394
260070,Aliança,38386,5771,6173,6248,6185,5038,4064,2715,1552,640
260080,Altinho,22972,2969,3323,3685,3515,3031,2585,1797,1280,787
260090,Amaraji,22829,3794,3835,3892,3704,3045,2159,1365,718,317
260100,Angelim,11150,1800,1854,1773,1681,1425,1027,759,538,293
260105,Araçoiaba,20524,3418,3580,3699,3374,2564,1989,1094,564,242
260110,Araripina,84418,15493,15331,14558,12608,9826,7491,4558,3133,1420
260120,Arcoverde,74338,11627,12738,12329,11367,9100,7507,4928,3151,1591
260130,Barra de Guabiraba,14385,2407,2491,2638,2330,1819,1276,763,425,236
260140,Barreiros,42659,7254,7611,7256,6704,5422,4070,2413,1328,601
260150,Belém de Maria,12073,2083,2154,2156,1781,1498,1045,683,445,228
260160,Belém do São Francisco,20729,3664,3749,3493,3114,2478,1884,1184,761,402
260170,Belo Jardim,76439,11198,12085,13592,11947,9694,7920,5056,3216,1731
260180,Betânia,12719,2172,2107,1976,2002,1566,1153,850,610,283
260190,Bezerros,60798,7852,8834,9865,9672,8661,6619,4482,3108,1705
260200,Bodocó,38146,7030,6647,6543,5713,4350,3406,2321,1445,691
260210,Bom Conselho,48554,8398,8299,8090,7169,5838,4536,3072,2126,1026
260220,Bom Jardim,39184,5247,5620,6528,6140,5400,4252,2979,1946,1072
260230,Bonito,38134,6191,6235,6545,5535,4786,3696,2566,1661,919
260240,Brejão,8993,1514,1450,1577,1338,1121,839,578,375,201
260250,Brejinho,7487,1140,1148,1223,1214,952,799,470,363,178
260260,Brejo da Madre de Deus,50742,8717,9094,9360,7907,5828,4320,2763,1820,933
260270,Buenos Aires,13155,2014,2149,1961,2145,1771,1432,939,529,215
260280,Buíque,58378,11601,10705,10137,8014,6463,5072,3211,2136,1039
260290,Cabo de Santo Agostinho,207048,29309,33510,35959,35637,30180,20839,12970,6218,2426
260300,Cabrobó,34221,6157,6247,5987,5203,4120,2978,1816,1125,588
260310,Cachoeirinha,20380,2926,3229,3397,3318,2554,2143,1290,941,582
260320,Caetés,28739,5188,4948,5111,4509,3089,2486,1691,1134,583
260330,Calçado,11053,1934,1792,1883,1643,1344,1077,684,450,246
260340,Calumbi,5750,879,878,883,879,752,618,416,297,148
260345,Camaragibe,157828,20074,23826,26046,25806,24638,17835,11246,5944,2413
260350,Camocim de São Félix,18765,2644,2943,3217,2816,2472,2009,1333,844,487
260360,Camutanga,8551,1267,1309,1398,1315,1138,927,573,396,228
260370,Canhotinho,24804,3943,4007,4256,3836,3063,2316,1652,1139,592
260380,Capoeiras,20048,3351,3189,3482,2989,2339,1948,1378,912,460
260390,Carnaíba,19551,3036,2976,3172,2845,2555,2097,1446,931,493
260392,Carnaubeira da Penha,12932,2866,2561,2347,1820,1252,871,607,399,209
260400,Carpina,83641,11485,13002,13586,13523,12274,9281,5974,3092,1424
260410,Caruaru,361118,52278,60664,63578,60389,48527,36357,21145,12276,5904
260415,Casinhas,14341,2241,2309,2460,2331,1653,1371,951,626,399
260420,Catende,42892,7435,7549,7357,6564,5307,4073,2553,1382,672
260430,Cedro,11807,1941,1997,2177,1850,1349,1146,665,464,218
260440,Chã de Alegria,13518,2033,2154,2296,2242,1796,1327,909,531,230
260450,Chã Grande,21698,3267,3481,3642,3433,3035,2012,1489,904,435
260460,Condado,26421,4217,4409,4320,3871,3531,2704,1790,1067,512
260470,Correntes,18207,2960,2941,3082,2930,2149,1639,1288,780,438
260480,Cortês,12578,2035,2227,2249,2067,1633,1178,682,354,153
260490,Cumaru,10906,1466,1620,1660,1609,1405,1257,928,619,342
260500,Cupira,24107,3507,3882,4236,3791,3125,2300,1629,1068,569
260510,Custódia,37111,5656,5753,5888,5925,4728,3958,2586,1699,918
260515,Dormentes,18908,3192,3087,3262,2875,2352,1788,1224,765,363
260520,Escada,68875,10329,11430,12047,11601,9291,7038,4029,2155,955
260530,Exu,31825,5633,5278,5226,4699,3691,3036,2043,1445,774
260540,Feira Nova,22131,3257,3441,3618,3400,2932,2294,1632,1017,540
260545,Fernando de Noronha,3061,401,416,512,616,505,422,146,29,14
260550,Ferreiros,12123,1811,1935,1950,1945,1616,1228,864,523,251
260560,Flores,22624,3309,3428,3386,3376,2890,2505,1734,1278,718
260570,Floresta,32873,6016,6076,5869,4990,3779,2707,1688,1156,592
260580,Frei Miguelinho,15457,2076,2144,2372,2453,1966,1699,1229,946,572
260590,Gameleira,31052,4941,5673,5972,5188,3860,2658,1552,876,332
260600,Garanhuns,139788,21843,23181,23290,22260,18083,13770,9282,5454,2625
260610,Glória do Goitá,30604,4606,4741,5234,4955,4084,3000,2053,1296,635
260620,Goiana,79758,11766,12823,13065,12646,11194,8574,5390,2917,1383
260630,Granito,7486,1222,1298,1236,1123,917,686,454,363,187
260640,Gravatá,84074,11610,13038,14286,13452,11647,8933,5808,3483,1817
260650,Iati,19197,3551,3347,3235,2720,2202,1698,1227,823,394
260660,Ibimirim,29235,5246,5086,5312,4500,3207,2667,1685,1046,486
260670,Ibirajuba,7762,1197,1191,1243,1161,939,776,544,443,268
260680,Igarassu,117019,16483,18642,19833,18512,17508,12753,7650,3948,1690
260690,Iguaracy,12228,1869,1756,1768,1838,1530,1479,998,642,348
260760,Ilha de Itamaracá,26258,3275,4388,4891,4688,3838,2623,1533,737,285
260700,Inajá,23247,5014,4874,4229,3588,2214,1628,935,533,232
260710,Ingazeira,4548,623,689,755,663,582,504,369,246,117
260720,Ipojuca,96204,16781,18289,17748,16027,12417,8016,4078,2013,835
260730,Ipubi,30854,6199,5954,5279,4576,3334,2419,1502,1033,558
260740,Itacuruba,4918,882,955,794,740,581,453,264,167,82
260750,Itaíba,26349,4647,4495,4536,3749,2975,2432,1768,1181,566
260765,Itambé,36447,5843,5957,6163,5990,4712,3498,2291,1327,666
260770,Itapetim,13616,1896,1907,1952,2206,1702,1504,1195,801,453
260775,Itapissuma,26651,3934,4622,4717,4553,3558,2506,1581,834,346
260780,Itaquitinga,16955,2848,2973,2830,2730,2167,1627,980,563,237
260790,Jaboatão dos Guararapes,702298,93705,108487,115816,113603,103280,80063,51756,25498,10090
260795,Jaqueira,11656,2094,2098,2145,1861,1315,1031,603,359,150
260800,Jataúba,17150,2771,2960,3090,2462,1890,1670,1122,782,403
260805,Jatobá,14796,2295,2406,2333,2324,1809,1543,1126,665,295
260810,João Alfredo,33822,4780,5030,5799,5467,4432,3328,2409,1634,943
260820,Joaquim Nabuco,16023,2803,2846,2819,2573,2012,1490,806,471,203
260825,Jucati,11424,2061,1958,1950,1734,1352,1023,683,451,212
260830,Jupi,14836,2366,2402,2617,2254,1775,1501,1002,618,301
260840,Jurema,15378,2685,2521,2505,2114,1782,1444,1097,774,456
260850,Lagoa de Itaenga,21429,3462,3512,3693,3351,2756,2016,1383,842,414
260845,Lagoa do Carro,18071,2826,2896,2878,2823,2580,1907,1219,663,279
260860,Lagoa do Ouro,13145,2235,2137,2121,1919,1667,1247,945,612,262
260870,Lagoa dos Gatos,16290,2753,2629,2834,2404,1942,1559,1057,729,383
260875,Lagoa Grande,25601,4812,4820,4679,3910,2901,2104,1245,778,352
260880,Lajedo,40288,6284,6724,6623,6326,4950,3820,2733,1854,974
260890,Limoeiro,56250,6766,8108,9074,9371,8068,6448,4294,2745,1376
260900,Macaparana,25376,3803,3872,4396,3912,3202,2445,1963,1111,672
260910,Machados,16088,2833,2753,2711,2831,1994,1334,839,527,266
260915,Manari,21434,4591,4266,4123,3134,1889,1448,1018,672,293
260920,Maraial,11345,2142,2136,2055,1668,1280,971,626,323,144
260930,Mirandiba,15390,2754,2699,2607,2298,1739,1378,956,608,351
261430,Moreilândia,11270,1865,1874,1836,1767,1363,1076,700,519,270
260940,Moreno,62784,8381,10109,10503,10245,8946,6898,4367,2296,1039
260950,Nazaré da Mata,32471,4397,4936,4878,5113,4628,3748,2677,1466,628
260960,Olinda,392482,48143,56977,60131,61824,58426,48117,32443,18154,8267
260970,Orobó,23884,3491,3528,3999,3670,2955,2581,1786,1158,716
260980,Orocó,14991,2831,2694,2628,2299,1818,1289,732,499,201
260990,Ouricuri,69459,12896,12540,11769,10036,7961,6142,3965,2815,1335
261000,Palmares,63250,9825,10790,11012,10395,8266,6183,3714,2119,946
261010,Palmeirina,7693,1279,1276,1261,1093,915,744,539,382,204
261020,Panelas,26474,4556,4283,4404,3805,3063,2417,1862,1362,722
261030,Paranatama,11523,2012,1878,1852,1645,1413,1163,741,534,285
261040,Parnamirim,22010,3792,3718,3641,3243,2621,2116,1433,975,471
261050,Passira,28933,4041,4270,4598,4616,3882,3279,2149,1331,767
261060,Paudalho,56506,8983,9607,9848,8944,7826,5414,3297,1832,755
261070,Paulista,331774,41723,49002,52285,53220,48810,39299,28243,13954,5238
261080,Pedra,22617,3803,3807,3742,3298,2805,2301,1442,947,472
261090,Pesqueira,67395,10522,11186,11057,9908,8444,7150,4589,2900,1639
261100,Petrolândia,36548,6771,6656,6125,5820,4322,3195,2015,1147,497
261110,Petrolina,349145,58082,64840,64389,57068,45405,29698,16896,9148,3619
261120,Poção,11302,1911,1929,1862,1497,1310,1232,797,497,267
261130,Pombos,27091,3741,4199,4628,4525,3759,2777,1850,1071,541
261140,Primavera,14966,2415,2633,2681,2429,1954,1353,869,432,200
261150,Quipapá,26037,4705,4452,4585,4062,3019,2253,1536,951,474
261153,Quixaba,6813,1076,1058,1162,1021,843,679,531,303,140
261160,Recife,1645727,191738,233624,255636,269354,241587,201573,140214,75011,36990
261170,Riacho das Almas,20546,2953,3081,3481,3252,2791,2135,1394,971,488
261180,Ribeirão,47415,7194,7847,8132,7693,6426,4844,2925,1632,722
261190,Rio Formoso,23535,3999,4112,4176,3893,3098,2208,1147,623,279
261200,Sairé,9932,1301,1461,1674,1429,1448,1037,749,545,288
261210,Salgadinho,10919,1424,1586,1702,1936,1547,1134,845,517,228
261220,Salgueiro,60930,9998,10476,10085,9781,7994,5664,3564,2190,1178
261230,Saloá,15843,2681,2518,2552,2273,1916,1603,1091,782,427
261240,Sanharó,26462,4371,4873,4732,3790,3202,2460,1595,987,452
261245,Santa Cruz,15398,2865,2728,2576,2124,1757,1343,927,738,340
261247,Santa Cruz da Baixa Verde,12592,2032,2017,2010,2008,1586,1192,852,605,290
261250,Santa Cruz do Capibaribe,107937,17413,21265,20559,19335,13426,8068,4486,2347,1038
261255,Santa Filomena,14477,2658,2390,2412,2064,1714,1250,946,702,341
261260,Santa Maria da Boa Vista,41931,8160,7770,7259,6296,4793,3509,2257,1310,577
261270,Santa Maria do Cambucá,14137,2275,2240,2378,2153,1741,1355,926,699,370
261280,Santa Terezinha,11815,1979,2023,1884,1809,1324,1173,801,534,288
261290,São Benedito do Sul,15895,2387,2421,2881,2964,2189,1445,890,507,211
261300,São Bento do Una,59504,10356,10257,10327,9044,6939,5445,3802,2247,1087
261310,São Caitano,37245,5987,6202,6645,5852,4671,3486,2169,1455,778
261320,São João,22793,3913,3833,3969,3409,2774,2000,1500,920,475
261330,São Joaquim do Monte,21356,3223,3372,3638,3216,2656,2209,1512,984,546
261340,São José da Coroa Grande,21298,3819,3755,3602,3220,2687,2063,1195,662,295
261350,São José do Belmonte,33959,5180,5432,5538,5155,4161,3474,2481,1656,882
261360,São José do Egito,33951,4837,5112,5466,5251,4308,3645,2597,1768,967
261370,São Lourenço da Mata,113230,16043,17732,19049,19023,16294,11985,7596,3890,1618
261380,São Vicente Ferrer,18018,2849,2888,3276,2724,2219,1751,1224,691,396
261390,Serra Talhada,86350,13355,14047,14496,13874,11542,8539,5287,3456,1754
261400,Serrita,19165,3234,3260,3293,2851,2296,1775,1173,843,440
261410,Sertânia,35907,5414,5718,5739,5807,4606,3726,2456,1612,829
261420,Sirinhaém,45865,8327,8289,8259,7846,5881,3694,2028,1089,452
261440,Solidão,6007,970,931,1020,955,723,622,410,262,114
261450,Surubim,65089,9442,9993,10682,10444,8771,6483,4633,3037,1604
261460,Tabira,28534,4263,4635,4669,4491,3571,2840,2053,1350,662
261470,Tacaimbó,12874,1969,2111,2128,1979,1548,1282,896,620,341
261480,Tacaratu,25765,4754,4486,4319,3918,2980,2252,1556,995,505
261485,Tamandaré,23388,4076,4162,4237,3774,2896,2118,1212,660,253
261500,Taquaritinga do Norte,28775,4398,4801,5087,4695,3746,2828,1710,1020,490
261510,Terezinha,7169,1215,1129,1241,1075,809,703,517,317,163
261520,Terra Nova,10096,1641,1739,1655,1485,1312,1037,604,406,217
261530,Timbaúba,53022,7784,8054,8697,8275,7122,5604,3998,2305,1183
261540,Toritama,45219,8029,9380,8790,8106,5250,2962,1537,776,389
261550,Tracunhaém,13769,2280,2217,2173,2245,1957,1354,873,478,192
261560,Trindade,30521,5920,5835,5449,4575,3284,2472,1517,1018,451
261570,Triunfo,15254,2034,2118,2404,2353,1962,1798,1201,893,491
261580,Tupanatinga,27304,5470,4989,4839,3826,2913,2326,1510,982,449
261590,Tuparetama,8202,1103,1110,1208,1266,1059,1020,653,511,272
261600,Venturosa,18482,3068,3152,3025,2861,2256,1808,1187,761,364
261610,Verdejante,9534,1584,1522,1601,1383,1116,956,681,469,222
261618,Vertente do Lério,7618,1108,1026,1301,1205,977,816,608,363,214
261620,Vertentes,20731,3286,3401,3407,3447,2641,1861,1285,881,522
261630,Vicência,32643,4866,5234,6026,5889,4280,3149,1900,933,366
261640,Vitória de Santo Antão,138757,19307,21355,22891,22908,19657,14755,9633,5552,2699
261650,Xexéu,14725,2707,2544,2698,2198,1777,1310,816,470,205
270010,Água Branca,20196,3599,3746,3501,2839,2229,1809,1182,878,413
270020,Anadia,17545,2818,3063,2994,2618,2245,1710,1136,649,312
270030,Arapiraca,231747,33784,40527,41457,36754,30041,22842,14614,8268,3460
270040,Atalaia,47185,8617,9334,8511,7012,5447,3891,2569,1275,529
270050,Barra de Santo Antônio,15932,2784,3107,2989,2381,1966,1332,860,372,141
270060,Barra de São Miguel,8322,1389,1579,1539,1326,1131,723,381,181,73
270070,Batalha,18232,2795,3343,3314,2841,2147,1773,1089,648,282
270080,Belém,4344,607,677,713,645,559,452,344,244,103
270090,Belo Monte,6704,1022,1177,1268,1018,781,664,406,242,126
270100,Boca da Mata,27281,4325,4971,4812,4069,3414,2513,1816,951,410
270110,Branquinha,10494,1927,2081,1855,1538,1195,849,629,310,110
270120,Cacimbinhas,10858,1786,1858,1890,1585,1233,1092,712,469,233
