,Rt_high_95,Rt_low_95,Rt_most_likely,Rt_most_likely_growth,Rt_most_likely_mavg,Rt_most_likely_mavg_100k,last_updated,state_num_id,data_last_refreshed
0,7.84,0.67,3.0,estabilizando,,,2020-03-26,11,2020-09-16 18:31:26
1,7.13,0.66,2.9,estabilizando,,,2020-03-27,11,2020-09-16 18:31:26
2,6.66,0.67,2.82,estabilizando,,,2020-03-28,11,2020-09-16 18:31:26
3,6.3100000000000005,0.68,2.75,estabilizando,,,2020-03-29,11,2020-09-16 18:31:26
4,6.03,0.68,2.69,estabilizando,,,2020-03-30,11,2020-09-16 18:31:26
5,5.8,0.68,2.63,estabilizando,,,2020-03-31,11,2020-09-16 18:31:26
6,5.59,0.66,2.58,estabilizando,2.8,2.8,2020-04-01,11,2020-09-16 18:31:26
7,5.43,0.67,2.53,estabilizando,2.7,2.7,2020-04-02,11,2020-09-16 18:31:26
8,5.32,0.71,2.49,estabilizando,2.6,2.6,2020-04-03,11,2020-09-16 18:31:26
9,5.13,0.64,2.45,estabilizando,2.6,2.6,2020-04-04,11,2020-09-16 18:31:26
10,5.03,0.66,2.42,estabilizando,2.5,2.5,2020-04-05,11,2020-09-16 18:31:26
11,4.96,0.7000000000000001,2.38,estabilizando,2.5,2.5,2020-04-06,11,2020-09-16 18:31:26
12,5.04,0.7000000000000001,2.52,estabilizando,2.5,2.5,2020-04-07,11,2020-09-16 18:31:26
13,4.8500000000000005,0.7000000000000001,2.45,estabilizando,2.5,2.5,2020-04-08,11,2020-09-16 18:31:26
14,4.9,0.78,2.5500000000000003,estabilizando,2.5,2.5,2020-04-09,11,2020-09-16 18:31:26
15,4.68,0.78,2.45,estabilizando,2.5,2.5,2020-04-10,11,2020-09-16 18:31:26
16,4.48,0.76,2.37,estabilizando,2.4,2.4,2020-04-11,11,2020-09-16 18:31:26
17,4.45,0.79,2.43,estabilizando,2.4,2.4,2020-04-12,11,2020-09-16 18:31:26
18,4.4,0.85,2.45,estabilizando,2.5,2.5,2020-04-13,11,2020-09-16 18:31:26
19,4.28,0.86,2.45,estabilizando,2.4,2.4,2020-04-14,11,2020-09-16 18:31:26
20,4.2700000000000005,0.95,2.54,estabilizando,2.5,2.5,2020-04-15,11,2020-09-16 18:31:26
21,4.09,0.96,2.47,estabilizando,2.5,2.5,2020-04-16,11,2020-09-16 18:31:26
22,4.1,1.09,2.57,estabilizando,2.5,2.5,2020-04-17,11,2020-09-16 18:31:26
23,3.97,1.15,2.53,estabilizando,2.5,2.5,2020-04-18,11,2020-09-16 18:31:26
24,3.84,1.18,2.53,estabilizando,2.5,2.5,2020-04-19,11,2020-09-16 18:31:26
25,3.66,1.18,2.45,estabilizando,2.5,2.5,2020-04-20,11,2020-09-16 18:31:26
26,3.51,1.2,2.37,estabilizando,2.5,2.5,2020-04-21,11,2020-09-16 18:31:26
27,3.34,1.17,2.29,estabilizando,2.5,2.5,2020-04-22,11,2020-09-16 18:31:26
28,3.2,1.17,2.18,estabilizando,2.4,2.4,2020-04-23,11,2020-09-16 18:31:26
29,3.08,1.16,2.13,estabilizando,2.4,2.4,2020-04-24,11,2020-09-16 18:31:26
30,2.93,1.11,2.05,estabilizando,2.3,2.3,2020-04-25,11,2020-09-16 18:31:26
31,2.82,1.09,1.98,estabilizando,2.2,2.2,2020-04-26,11,2020-09-16 18:31:26
32,2.72,1.07,1.92,estabilizando,2.1,2.1,2020-04-27,11,2020-09-16 18:31:26
33,2.63,1.05,1.86,estabilizando,2.1,2.1,2020-04-28,11,2020-09-16 18:31:26
34,2.59,1.07,1.86,estabilizando,2.0,2.0,2020-04-29,11,2020-09-16 18:31:26
35,2.54,1.08,1.84,estabilizando,1.9,1.9,2020-04-30,11,2020-09-16 18:31:26
36,2.54,1.14,1.86,estabilizando,1.9,1.9,2020-05-01,11,2020-09-16 18:31:26
37,2.5,1.15,1.86,estabilizando,1.9,1.9,2020-05-02,11,2020-09-16 18:31:26
38,2.47,1.18,1.86,estabilizando,1.9,1.9,2020-05-03,11,2020-09-16 18:31:26
39,2.45,1.22,1.86,estabilizando,1.9,1.9,2020-05-04,11,2020-09-16 18:31:26
40,2.43,1.25,1.88,estabilizando,1.9,1.9,2020-05-05,11,2020-09-16 18:31:26
41,2.42,1.3,1.88,estabilizando,1.9,1.9,2020-05-06,11,2020-09-16 18:31:26
42,2.37,1.3,1.86,estabilizando,1.9,1.9,2020-05-07,11,2020-09-16 18:31:26
43,2.31,1.29,1.83,estabilizando,1.9,1.9,2020-05-08,11,2020-09-16 18:31:26
44,2.24,1.26,1.78,estabilizando,1.8,1.8,2020-05-09,11,2020-09-16 18:31:26
45,2.16,1.22,1.72,estabilizando,1.8,1.8,2020-05-10,11,2020-09-16 18:31:26
46,2.11,1.21,1.68,estabilizando,1.8,1.8,2020-05-11,11,2020-09-16 18:31:26
47,2.03,1.16,1.62,estabilizando,1.8,1.8,2020-05-12,11,2020-09-16 18:31:26
48,1.99,1.15,1.59,estabilizando,1.7,1.7,2020-05-13,11,2020-09-16 18:31:26
49,1.93,1.11,1.55,estabilizando,1.7,1.7,2020-05-14,11,2020-09-16 18:31:26
50,1.9,1.11,1.52,estabilizando,1.6,1.6,2020-05-15,11,2020-09-16 18:31:26
51,1.87,1.1,1.51,estabilizando,1.6,1.6,2020-05-16,11,2020-09-16 18:31:26
52,1.86,1.11,1.51,estabilizando,1.6,1.6,2020-05-17,11,2020-09-16 18:31:26
53,1.86,1.13,1.51,estabilizando,1.5,1.5,2020-05-18,11,2020-09-16 18:31:26
54,1.85,1.14,1.52,estabilizando,1.5,1.5,2020-05-19,11,2020-09-16 18:31:26
55,1.85,1.16,1.52,estabilizando,1.5,1.5,2020-05-20,11,2020-09-16 18:31:26
56,1.85,1.18,1.53,estabilizando,1.5,1.5,2020-05-21,11,2020-09-16 18:31:26
57,1.84,1.19,1.54,estabilizando,1.5,1.5,2020-05-22,11,2020-09-16 18:31:26
58,1.83,1.2,1.53,estabilizando,1.5,1.5,2020-05-23,11,2020-09-16 18:31:26
59,1.82,1.21,1.53,estabilizando,1.5,1.5,2020-05-24,11,2020-09-16 18:31:26
60,1.8,1.2,1.53,estabilizando,1.5,1.5,2020-05-25,11,2020-09-16 18:31:26
61,1.8,1.22,1.53,estabilizando,1.5,1.5,2020-05-26,11,2020-09-16 18:31:26
62,1.8,1.24,1.54,estabilizando,1.5,1.5,2020-05-27,11,2020-09-16 18:31:26
63,1.8,1.26,1.54,estabilizando,1.5,1.5,2020-05-28,11,2020-09-16 18:31:26
64,1.77,1.24,1.53,estabilizando,1.5,1.5,2020-05-29,11,2020-09-16 18:31:26
65,1.76,1.25,1.53,estabilizando,1.5,1.5,2020-05-30,11,2020-09-16 18:31:26
66,1.73,1.23,1.51,estabilizando,1.5,1.5,2020-05-31,11,2020-09-16 18:31:26
67,1.72,1.24,1.49,estabilizando,1.5,1.5,2020-06-01,11,2020-09-16 18:31:26
68,1.7,1.23,1.49,estabilizando,1.5,1.5,2020-06-02,11,2020-09-16 18:31:26
69,1.7,1.24,1.5,estabilizando,1.5,1.5,2020-06-03,11,2020-09-16 18:31:26
70,1.73,1.29,1.51,estabilizando,1.5,1.5,2020-06-04,11,2020-09-16 18:31:26
71,1.74,1.31,1.54,estabilizando,1.5,1.5,2020-06-05,11,2020-09-16 18:31:26
72,1.75,1.33,1.56,estabilizando,1.5,1.5,2020-06-06,11,2020-09-16 18:31:26
73,1.74,1.33,1.56,estabilizando,1.5,1.5,2020-06-07,11,2020-09-16 18:31:26
74,1.74,1.35,1.56,estabilizando,1.5,1.5,2020-06-08,11,2020-09-16 18:31:26
75,1.72,1.34,1.55,estabilizando,1.5,1.5,2020-06-09,11,2020-09-16 18:31:26
76,1.7,1.33,1.53,estabilizando,1.5,1.5,2020-06-10,11,2020-09-16 18:31:26
77,1.68,1.32,1.52,estabilizando,1.5,1.5,2020-06-11,11,2020-09-16 18:31:26
78,1.66,1.31,1.5,estabilizando,1.5,1.5,2020-06-12,11,2020-09-16 18:31:26
79,1.64,1.3,1.48,estabilizando,1.5,1.5,2020-06-13,11,2020-09-16 18:31:26
80,1.62,1.29,1.46,estabilizando,1.5,1.5,2020-06-14,11,2020-09-16 18:31:26
81,1.59,1.27,1.44,estabilizando,1.5,1.5,2020-06-15,11,2020-09-16 18:31:26
82,1.55,1.23,1.41,estabilizando,1.5,1.5,2020-06-16,11,2020-09-16 18:31:26
83,1.52,1.21,1.37,estabilizando,1.5,1.5,2020-06-17,11,2020-09-16 18:31:26
84,1.47,1.16,1.34,estabilizando,1.4,1.4,2020-06-18,11,2020-09-16 18:31:26
85,1.44,1.14,1.31,estabilizando,1.4,1.4,2020-06-19,11,2020-09-16 18:31:26
86,1.41,1.11,1.28,estabilizando,1.4,1.4,2020-06-20,11,2020-09-16 18:31:26
87,1.4,1.11,1.26,estabilizando,1.3,1.3,2020-06-21,11,2020-09-16 18:31:26
88,1.39,1.1,1.26,estabilizando,1.3,1.3,2020-06-22,11,2020-09-16 18:31:26
89,1.38,1.09,1.25,estabilizando,1.3,1.3,2020-06-23,11,2020-09-16 18:31:26
90,1.38,1.1,1.25,estabilizando,1.3,1.3,2020-06-24,11,2020-09-16 18:31:26
91,1.38,1.1,1.25,estabilizando,1.3,1.3,2020-06-25,11,2020-09-16 18:31:26
92,1.38,1.1,1.26,estabilizando,1.3,1.3,2020-06-26,11,2020-09-16 18:31:26
93,1.4,1.13,1.27,estabilizando,1.3,1.3,2020-06-27,11,2020-09-16 18:31:26
94,1.39,1.12,1.27,estabilizando,1.3,1.3,2020-06-28,11,2020-09-16 18:31:26
95,1.39,1.12,1.27,estabilizando,1.3,1.3,2020-06-29,11,2020-09-16 18:31:26
96,1.39,1.13,1.26,estabilizando,1.3,1.3,2020-06-30,11,2020-09-16 18:31:26
97,1.36,1.1,1.24,estabilizando,1.3,1.3,2020-07-01,11,2020-09-16 18:31:26
98,1.33,1.07,1.21,estabilizando,1.3,1.3,2020-07-02,11,2020-09-16 18:31:26
99,1.3,1.04,1.19,estabilizando,1.2,1.2,2020-07-03,11,2020-09-16 18:31:26
100,1.28,1.02,1.16,estabilizando,1.2,1.2,2020-07-04,11,2020-09-16 18:31:26
101,1.27,1.02,1.15,estabilizando,1.2,1.2,2020-07-05,11,2020-09-16 18:31:26
102,1.25,1.0,1.13,estabilizando,1.2,1.2,2020-07-06,11,2020-09-16 18:31:26
103,1.24,0.99,1.13,estabilizando,1.2,1.2,2020-07-07,11,2020-09-16 18:31:26
104,1.25,1.0,1.13,estabilizando,1.2,1.2,2020-07-08,11,2020-09-16 18:31:26
105,1.24,0.99,1.13,estabilizando,1.1,1.1,2020-07-09,11,2020-09-16 18:31:26
106,1.24,0.99,1.13,estabilizando,1.1,1.1,2020-07-10,11,2020-09-16 18:31:26
107,1.23,0.98,1.12,estabilizando,1.1,1.1,2020-07-11,11,2020-09-16 18:31:26
108,1.22,0.97,1.11,estabilizando,1.1,1.1,2020-07-12,11,2020-09-16 18:31:26
109,1.2,0.95,1.09,estabilizando,1.1,1.1,2020-07-13,11,2020-09-16 18:31:26
110,1.19,0.94,1.08,estabilizando,1.1,1.1,2020-07-14,11,2020-09-16 18:31:26
111,1.18,0.93,1.07,estabilizando,1.1,1.1,2020-07-15,11,2020-09-16 18:31:26
112,1.17,0.92,1.07,estabilizando,1.1,1.1,2020-07-16,11,2020-09-16 18:31:26
113,1.17,0.92,1.06,estabilizando,1.1,1.1,2020-07-17,11,2020-09-16 18:31:26
114,1.16,0.91,1.05,estabilizando,1.1,1.1,2020-07-18,11,2020-09-16 18:31:26
115,1.17,0.92,1.06,estabilizando,1.1,1.1,2020-07-19,11,2020-09-16 18:31:26
116,1.19,0.94,1.08,estabilizando,1.1,1.1,2020-07-20,11,2020-09-16 18:31:26
117,1.22,0.97,1.11,estabilizando,1.1,1.1,2020-07-21,11,2020-09-16 18:31:26
118,1.26,1.01,1.15,estabilizando,1.1,1.1,2020-07-22,11,2020-09-16 18:31:26
119,1.3,1.06,1.19,estabilizando,1.1,1.1,2020-07-23,11,2020-09-16 18:31:26
120,1.33,1.09,1.22,estabilizando,1.1,1.1,2020-07-24,11,2020-09-16 18:31:26
121,1.34,1.1,1.23,estabilizando,1.1,1.1,2020-07-25,11,2020-09-16 18:31:26
122,1.33,1.09,1.22,estabilizando,1.2,1.2,2020-07-26,11,2020-09-16 18:31:26
123,1.31,1.07,1.21,estabilizando,1.2,1.2,2020-07-27,11,2020-09-16 18:31:26
124,1.28,1.05,1.18,estabilizando,1.2,1.2,2020-07-28,11,2020-09-16 18:31:26
125,1.25,1.02,1.15,estabilizando,1.2,1.2,2020-07-29,11,2020-09-16 18:31:26
126,1.22,0.99,1.12,estabilizando,1.2,1.2,2020-07-30,11,2020-09-16 18:31:26
127,1.2,0.97,1.09,estabilizando,1.2,1.2,2020-07-31,11,2020-09-16 18:31:26
128,1.18,0.95,1.08,estabilizando,1.1,1.1,2020-08-01,11,2020-09-16 18:31:26
129,1.18,0.95,1.07,estabilizando,1.1,1.1,2020-08-02,11,2020-09-16 18:31:26
130,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-03,11,2020-09-16 18:31:26
131,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-04,11,2020-09-16 18:31:26
132,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-05,11,2020-09-16 18:31:26
133,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-06,11,2020-09-16 18:31:26
134,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-07,11,2020-09-16 18:31:26
135,1.17,0.94,1.07,estabilizando,1.1,1.1,2020-08-08,11,2020-09-16 18:31:26
136,1.16,0.93,1.06,estabilizando,1.1,1.1,2020-08-09,11,2020-09-16 18:31:26
137,1.16,0.93,1.06,estabilizando,1.1,1.1,2020-08-10,11,2020-09-16 18:31:26
138,1.15,0.92,1.05,estabilizando,1.1,1.1,2020-08-11,11,2020-09-16 18:31:26
139,1.14,0.91,1.04,estabilizando,1.1,1.1,2020-08-12,11,2020-09-16 18:31:26
140,1.14,0.91,1.04,estabilizando,1.1,1.1,2020-08-13,11,2020-09-16 18:31:26
141,1.13,0.9,1.03,estabilizando,1.0,1.0,2020-08-14,11,2020-09-16 18:31:26
142,1.13,0.9,1.03,estabilizando,1.0,1.0,2020-08-15,11,2020-09-16 18:31:26
143,1.12,0.89,1.02,estabilizando,1.0,1.0,2020-08-16,11,2020-09-16 18:31:26
144,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-17,11,2020-09-16 18:31:26
145,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-18,11,2020-09-16 18:31:26
146,1.1,0.87,1.0,estabilizando,1.0,1.0,2020-08-19,11,2020-09-16 18:31:26
147,1.1,0.87,1.0,estabilizando,1.0,1.0,2020-08-20,11,2020-09-16 18:31:26
148,1.1,0.87,1.0,estabilizando,1.0,1.0,2020-08-21,11,2020-09-16 18:31:26
149,1.1,0.87,1.0,estabilizando,1.0,1.0,2020-08-22,11,2020-09-16 18:31:26
150,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-23,11,2020-09-16 18:31:26
151,1.12,0.89,1.01,estabilizando,1.0,1.0,2020-08-24,11,2020-09-16 18:31:26
152,1.12,0.89,1.02,estabilizando,1.0,1.0,2020-08-25,11,2020-09-16 18:31:26
153,1.13,0.9,1.02,estabilizando,1.0,1.0,2020-08-26,11,2020-09-16 18:31:26
154,1.12,0.89,1.02,estabilizando,1.0,1.0,2020-08-27,11,2020-09-16 18:31:26
155,1.12,0.89,1.01,estabilizando,1.0,1.0,2020-08-28,11,2020-09-16 18:31:26
156,1.11,0.88,1.01,estabilizando,1.0,1.0,2020-08-29,11,2020-09-16 18:31:26
157,1.11,0.88,1.0,estabilizando,1.0,1.0,2020-08-30,11,2020-09-16 18:31:26
158,1.1,0.87,0.99,estabilizando,1.0,1.0,2020-08-31,11,2020-09-16 18:31:26
159,1.1,0.87,0.99,estabilizando,1.0,1.0,2020-09-01,11,2020-09-16 18:31:26
160,1.1,0.87,0.99,estabilizando,1.0,1.0,2020-09-02,11,2020-09-16 18:31:26
161,1.09,0.85,0.98,estabilizando,1.0,1.0,2020-09-03,11,2020-09-16 18:31:26
162,1.09,0.85,0.98,estabilizando,1.0,1.0,2020-09-04,11,2020-09-16 18:31:26
163,1.09,0.85,0.99,estabilizando,1.0,1.0,2020-09-05,11,2020-09-16 18:31:26
164,7.84,0.67,3.0,estabilizando,,,2020-03-23,12,2020-09-16 18:31:26
165,6.3100000000000005,0.68,2.75,estabilizando,,,2020-03-24,12,2020-09-16 18:31:26
166,5.59,0.66,2.58,estabilizando,,,2020-03-25,12,2020-09-16 18:31:26
167,5.18,0.7000000000000001,2.45,estabilizando,,,2020-03-26,12,2020-09-16 18:31:26
168,4.8100000000000005,0.64,2.35,estabilizando,,,2020-03-27,12,2020-09-16 18:31:26
169,4.6000000000000005,0.68,2.27,estabilizando,,,2020-03-28,12,2020-09-16 18:31:26
170,4.36,0.63,2.2,estabilizando,2.5,2.5,2020-03-29,12,2020-09-16 18:31:26
171,4.18,0.61,2.14,estabilizando,2.4,2.4,2020-03-30,12,2020-09-16 18:31:26
172,4.04,0.61,2.09,estabilizando,2.3,2.3,2020-03-31,12,2020-09-16 18:31:26
173,3.92,0.61,2.04,estabilizando,2.2,2.2,2020-04-01,12,2020-09-16 18:31:26
174,3.83,0.63,2.0,estabilizando,2.2,2.2,2020-04-02,12,2020-09-16 18:31:26
175,3.71,0.6,1.96,estabilizando,2.1,2.1,2020-04-03,12,2020-09-16 18:31:26
176,3.52,0.56,1.84,estabilizando,2.0,2.0,2020-04-04,12,2020-09-16 18:31:26
177,3.47,0.56,1.83,estabilizando,2.0,2.0,2020-04-05,12,2020-09-16 18:31:26
178,3.41,0.54,1.81,estabilizando,1.9,1.9,2020-04-06,12,2020-09-16 18:31:26
179,3.4,0.58,1.79,estabilizando,1.9,1.9,2020-04-07,12,2020-09-16 18:31:26
180,3.36,0.58,1.78,estabilizando,1.9,1.9,2020-04-08,12,2020-09-16 18:31:26
181,3.28,0.53,1.76,estabilizando,1.8,1.8,2020-04-09,12,2020-09-16 18:31:26
182,3.35,0.59,1.82,estabilizando,1.8,1.8,2020-04-10,12,2020-09-16 18:31:26
183,3.36,0.6,1.87,estabilizando,1.8,1.8,2020-04-11,12,2020-09-16 18:31:26
184,3.39,0.66,1.91,estabilizando,1.8,1.8,2020-04-12,12,2020-09-16 18:31:26
185,3.29,0.64,1.87,estabilizando,1.8,1.8,2020-04-13,12,2020-09-16 18:31:26
186,3.3000000000000003,0.6900000000000001,1.89,estabilizando,1.8,1.8,2020-04-14,12,2020-09-16 18:31:26
187,3.27,0.71,1.91,estabilizando,1.9,1.9,2020-04-15,12,2020-09-16 18:31:26
188,3.24,0.74,1.92,estabilizando,1.9,1.9,2020-04-16,12,2020-09-16 18:31:26
189,3.17,0.73,1.92,estabilizando,1.9,1.9,2020-04-17,12,2020-09-16 18:31:26
190,3.12,0.75,1.92,estabilizando,1.9,1.9,2020-04-18,12,2020-09-16 18:31:26
191,3.09,0.8,1.91,estabilizando,1.9,1.9,2020-04-19,12,2020-09-16 18:31:26
192,3.09,0.86,1.94,estabilizando,1.9,1.9,2020-04-20,12,2020-09-16 18:31:26
193,3.0,0.85,1.91,estabilizando,1.9,1.9,2020-04-21,12,2020-09-16 18:31:26
194,2.94,0.87,1.89,estabilizando,1.9,1.9,2020-04-22,12,2020-09-16 18:31:26
195,2.82,0.8300000000000001,1.82,estabilizando,1.9,1.9,2020-04-23,12,2020-09-16 18:31:26
196,2.75,0.8200000000000001,1.8,estabilizando,1.9,1.9,2020-04-24,12,2020-09-16 18:31:26
197,2.67,0.81,1.75,estabilizando,1.9,1.9,2020-04-25,12,2020-09-16 18:31:26
198,2.63,0.8300000000000001,1.74,estabilizando,1.8,1.8,2020-04-26,12,2020-09-16 18:31:26
199,2.58,0.8300000000000001,1.72,estabilizando,1.8,1.8,2020-04-27,12,2020-09-16 18:31:26
200,2.56,0.86,1.73,estabilizando,1.8,1.8,2020-04-28,12,2020-09-16 18:31:26
201,2.58,0.92,1.78,estabilizando,1.8,1.8,2020-04-29,12,2020-09-16 18:31:26
202,2.61,1.0,1.83,estabilizando,1.8,1.8,2020-04-30,12,2020-09-16 18:31:26
203,2.66,1.11,1.91,estabilizando,1.8,1.8,2020-05-01,12,2020-09-16 18:31:26
204,2.7,1.22,1.97,estabilizando,1.8,1.8,2020-05-02,12,2020-09-16 18:31:26
205,2.7,1.29,2.03,estabilizando,1.9,1.9,2020-05-03,12,2020-09-16 18:31:26
206,2.7,1.37,2.05,estabilizando,1.9,1.9,2020-05-04,12,2020-09-16 18:31:26
207,2.66,1.4,2.07,estabilizando,1.9,1.9,2020-05-05,12,2020-09-16 18:31:26
208,2.63,1.45,2.05,estabilizando,2.0,2.0,2020-05-06,12,2020-09-16 18:31:26
209,2.5500000000000003,1.43,2.03,estabilizando,2.0,2.0,2020-05-07,12,2020-09-16 18:31:26
210,2.49,1.44,1.98,estabilizando,2.0,2.0,2020-05-08,12,2020-09-16 18:31:26
211,2.39,1.39,1.93,estabilizando,2.0,2.0,2020-05-09,12,2020-09-16 18:31:26
212,2.31,1.36,1.87,estabilizando,2.0,2.0,2020-05-10,12,2020-09-16 18:31:26
213,2.22,1.32,1.79,estabilizando,2.0,2.0,2020-05-11,12,2020-09-16 18:31:26
214,2.13,1.27,1.71,estabilizando,1.9,1.9,2020-05-12,12,2020-09-16 18:31:26
215,2.03,1.2,1.64,estabilizando,1.8,1.8,2020-05-13,12,2020-09-16 18:31:26
216,1.96,1.16,1.57,estabilizando,1.8,1.8,2020-05-14,12,2020-09-16 18:31:26
217,1.88,1.1,1.51,estabilizando,1.7,1.7,2020-05-15,12,2020-09-16 18:31:26
218,1.83,1.07,1.48,estabilizando,1.7,1.7,2020-05-16,12,2020-09-16 18:31:26
219,1.82,1.08,1.47,estabilizando,1.6,1.6,2020-05-17,12,2020-09-16 18:31:26
220,1.84,1.12,1.5,estabilizando,1.6,1.6,2020-05-18,12,2020-09-16 18:31:26
221,1.87,1.17,1.54,estabilizando,1.5,1.5,2020-05-19,12,2020-09-16 18:31:26
222,1.93,1.25,1.61,estabilizando,1.5,1.5,2020-05-20,12,2020-09-16 18:31:26
223,2.0,1.35,1.69,estabilizando,1.5,1.5,2020-05-21,12,2020-09-16 18:31:26
224,2.06,1.44,1.75,estabilizando,1.6,1.6,2020-05-22,12,2020-09-16 18:31:26
225,2.06,1.46,1.79,estabilizando,1.6,1.6,2020-05-23,12,2020-09-16 18:31:26
226,2.07,1.5,1.81,estabilizando,1.7,1.7,2020-05-24,12,2020-09-16 18:31:26
227,2.05,1.51,1.79,estabilizando,1.7,1.7,2020-05-25,12,2020-09-16 18:31:26
228,2.0,1.48,1.76,estabilizando,1.7,1.7,2020-05-26,12,2020-09-16 18:31:26
229,1.94,1.44,1.71,estabilizando,1.8,1.8,2020-05-27,12,2020-09-16 18:31:26
230,1.87,1.39,1.65,estabilizando,1.8,1.8,2020-05-28,12,2020-09-16 18:31:26
231,1.8,1.34,1.58,estabilizando,1.7,1.7,2020-05-29,12,2020-09-16 18:31:26
232,1.72,1.27,1.51,estabilizando,1.7,1.7,2020-05-30,12,2020-09-16 18:31:26
233,1.64,1.2,1.44,estabilizando,1.6,1.6,2020-05-31,12,2020-09-16 18:31:26
234,1.57,1.14,1.37,estabilizando,1.6,1.6,2020-06-01,12,2020-09-16 18:31:26
235,1.51,1.09,1.32,estabilizando,1.5,1.5,2020-06-02,12,2020-09-16 18:31:26
236,1.48,1.07,1.28,estabilizando,1.4,1.4,2020-06-03,12,2020-09-16 18:31:26
237,1.44,1.03,1.26,estabilizando,1.4,1.4,2020-06-04,12,2020-09-16 18:31:26
238,1.44,1.04,1.25,estabilizando,1.3,1.3,2020-06-05,12,2020-09-16 18:31:26
239,1.44,1.04,1.26,estabilizando,1.3,1.3,2020-06-06,12,2020-09-16 18:31:26
240,1.46,1.07,1.27,estabilizando,1.3,1.3,2020-06-07,12,2020-09-16 18:31:26
241,1.46,1.07,1.29,estabilizando,1.3,1.3,2020-06-08,12,2020-09-16 18:31:26
242,1.48,1.1,1.3,estabilizando,1.3,1.3,2020-06-09,12,2020-09-16 18:31:26
243,1.47,1.09,1.3,estabilizando,1.3,1.3,2020-06-10,12,2020-09-16 18:31:26
244,1.46,1.09,1.29,estabilizando,1.3,1.3,2020-06-11,12,2020-09-16 18:31:26
245,1.44,1.07,1.27,estabilizando,1.3,1.3,2020-06-12,12,2020-09-16 18:31:26
246,1.41,1.05,1.25,estabilizando,1.3,1.3,2020-06-13,12,2020-09-16 18:31:26
247,1.38,1.02,1.22,estabilizando,1.3,1.3,2020-06-14,12,2020-09-16 18:31:26
248,1.37,1.02,1.2,estabilizando,1.3,1.3,2020-06-15,12,2020-09-16 18:31:26
249,1.35,1.0,1.19,estabilizando,1.2,1.2,2020-06-16,12,2020-09-16 18:31:26
250,1.33,0.98,1.18,estabilizando,1.2,1.2,2020-06-17,12,2020-09-16 18:31:26
251,1.33,0.98,1.17,estabilizando,1.2,1.2,2020-06-18,12,2020-09-16 18:31:26
252,1.33,0.99,1.17,estabilizando,1.2,1.2,2020-06-19,12,2020-09-16 18:31:26
253,1.33,0.99,1.17,estabilizando,1.2,1.2,2020-06-20,12,2020-09-16 18:31:26
254,1.32,0.98,1.17,estabilizando,1.2,1.2,2020-06-21,12,2020-09-16 18:31:26
255,1.32,0.98,1.17,estabilizando,1.2,1.2,2020-06-22,12,2020-09-16 18:31:26
256,1.32,0.99,1.16,estabilizando,1.2,1.2,2020-06-23,12,2020-09-16 18:31:26
257,1.31,0.98,1.16,estabilizando,1.2,1.2,2020-06-24,12,2020-09-16 18:31:26
258,1.3,0.97,1.15,estabilizando,1.2,1.2,2020-06-25,12,2020-09-16 18:31:26
259,1.29,0.96,1.14,estabilizando,1.2,1.2,2020-06-26,12,2020-09-16 18:31:26
260,1.28,0.95,1.14,estabilizando,1.2,1.2,2020-06-27,12,2020-09-16 18:31:26
261,1.28,0.96,1.13,estabilizando,1.1,1.1,2020-06-28,12,2020-09-16 18:31:26
262,1.28,0.96,1.13,estabilizando,1.1,1.1,2020-06-29,12,2020-09-16 18:31:26
263,1.27,0.95,1.12,estabilizando,1.1,1.1,2020-06-30,12,2020-09-16 18:31:26
264,1.26,0.94,1.12,estabilizando,1.1,1.1,2020-07-01,12,2020-09-16 18:31:26
265,1.25,0.93,1.11,estabilizando,1.1,1.1,2020-07-02,12,2020-09-16 18:31:26
266,1.25,0.93,1.1,estabilizando,1.1,1.1,2020-07-03,12,2020-09-16 18:31:26
267,1.24,0.92,1.1,estabilizando,1.1,1.1,2020-07-04,12,2020-09-16 18:31:26
268,1.24,0.92,1.1,estabilizando,1.1,1.1,2020-07-05,12,2020-09-16 18:31:26
269,1.24,0.92,1.1,estabilizando,1.1,1.1,2020-07-06,12,2020-09-16 18:31:26
270,1.25,0.94,1.1,estabilizando,1.1,1.1,2020-07-07,12,2020-09-16 18:31:26
271,1.25,0.94,1.1,estabilizando,1.1,1.1,2020-07-08,12,2020-09-16 18:31:26
272,1.24,0.93,1.1,estabilizando,1.1,1.1,2020-07-09,12,2020-09-16 18:31:26
273,1.24,0.93,1.1,estabilizando,1.1,1.1,2020-07-10,12,2020-09-16 18:31:26
274,1.24,0.93,1.1,estabilizando,1.1,1.1,2020-07-11,12,2020-09-16 18:31:26
275,1.24,0.93,1.1,estabilizando,1.1,1.1,2020-07-12,12,2020-09-16 18:31:26
276,1.23,0.92,1.09,estabilizando,1.1,1.1,2020-07-13,12,2020-09-16 18:31:26
