,Rt_high_95,Rt_low_95,Rt_most_likely,Rt_most_likely_growth,Rt_most_likely_mavg,Rt_most_likely_mavg_100k,last_updated,state_num_id,data_last_refreshed
659,1.05,0.79,0.94,estabilizando,0.9,0.9,2020-08-31,14,2020-09-16 18:31:26
660,1.05,0.79,0.94,estabilizando,0.9,0.9,2020-09-01,14,2020-09-16 18:31:26
661,1.05,0.79,0.94,estabilizando,0.9,0.9,2020-09-02,14,2020-09-16 18:31:26
662,1.05,0.79,0.94,estabilizando,0.9,0.9,2020-09-03,14,2020-09-16 18:31:26
663,1.05,0.79,0.94,estabilizando,0.9,0.9,2020-09-04,14,2020-09-16 18:31:26
664,1.06,0.8,0.94,estabilizando,0.9,0.9,2020-09-05,14,2020-09-16 18:31:26
665,7.84,0.67,3.0,estabilizando,,,2020-03-24,15,2020-09-16 18:31:26
666,7.13,0.66,2.9,estabilizando,,,2020-03-25,15,2020-09-16 18:31:26
667,7.25,0.76,3.15,estabilizando,,,2020-03-26,15,2020-09-16 18:31:26
668,6.47,0.77,2.96,estabilizando,,,2020-03-27,15,2020-09-16 18:31:26
669,5.95,0.75,2.81,estabilizando,,,2020-03-28,15,2020-09-16 18:31:26
670,5.88,0.81,2.93,estabilizando,,,2020-03-29,15,2020-09-16 18:31:26
671,5.43,0.81,2.76,estabilizando,2.9,2.9,2020-03-30,15,2020-09-16 18:31:26
672,5.32,0.88,2.81,estabilizando,2.9,2.9,2020-03-31,15,2020-09-16 18:31:26
673,5.15,0.95,2.81,estabilizando,2.9,2.9,2020-04-01,15,2020-09-16 18:31:26
674,4.89,0.94,2.77,estabilizando,2.8,2.8,2020-04-02,15,2020-09-16 18:31:26
675,4.7,1.01,2.7,estabilizando,2.8,2.8,2020-04-03,15,2020-09-16 18:31:26
676,4.5600000000000005,1.05,2.74,estabilizando,2.8,2.8,2020-04-04,15,2020-09-16 18:31:26
677,4.39,1.1,2.72,estabilizando,2.8,2.8,2020-04-05,15,2020-09-16 18:31:26
678,4.21,1.15,2.67,estabilizando,2.7,2.7,2020-04-06,15,2020-09-16 18:31:26
679,4.03,1.19,2.6,estabilizando,2.7,2.7,2020-04-07,15,2020-09-16 18:31:26
680,3.85,1.21,2.52,estabilizando,2.7,2.7,2020-04-08,15,2020-09-16 18:31:26
681,3.68,1.22,2.44,estabilizando,2.6,2.6,2020-04-09,15,2020-09-16 18:31:26
682,3.43,1.13,2.31,estabilizando,2.6,2.6,2020-04-10,15,2020-09-16 18:31:26
683,3.34,1.17,2.29,estabilizando,2.5,2.5,2020-04-11,15,2020-09-16 18:31:26
684,3.25,1.21,2.25,estabilizando,2.4,2.4,2020-04-12,15,2020-09-16 18:31:26
685,3.2,1.27,2.27,estabilizando,2.4,2.4,2020-04-13,15,2020-09-16 18:31:26
686,3.17,1.36,2.29,estabilizando,2.3,2.3,2020-04-14,15,2020-09-16 18:31:26
687,3.11,1.41,2.3000000000000003,estabilizando,2.3,2.3,2020-04-15,15,2020-09-16 18:31:26
688,3.04,1.46,2.27,estabilizando,2.3,2.3,2020-04-16,15,2020-09-16 18:31:26
689,2.94,1.46,2.24,estabilizando,2.3,2.3,2020-04-17,15,2020-09-16 18:31:26
690,2.86,1.48,2.18,estabilizando,2.3,2.3,2020-04-18,15,2020-09-16 18:31:26
691,2.77,1.47,2.15,estabilizando,2.2,2.2,2020-04-19,15,2020-09-16 18:31:26
692,2.69,1.47,2.12,estabilizando,2.2,2.2,2020-04-20,15,2020-09-16 18:31:26
693,2.67,1.53,2.11,estabilizando,2.2,2.2,2020-04-21,15,2020-09-16 18:31:26
694,2.6,1.52,2.11,estabilizando,2.2,2.2,2020-04-22,15,2020-09-16 18:31:26
695,2.59,1.58,2.12,estabilizando,2.1,2.1,2020-04-23,15,2020-09-16 18:31:26
696,2.56,1.61,2.12,estabilizando,2.1,2.1,2020-04-24,15,2020-09-16 18:31:26
697,2.51,1.62,2.1,estabilizando,2.1,2.1,2020-04-25,15,2020-09-16 18:31:26
698,2.46,1.63,2.06,estabilizando,2.1,2.1,2020-04-26,15,2020-09-16 18:31:26
699,2.39,1.61,2.02,estabilizando,2.1,2.1,2020-04-27,15,2020-09-16 18:31:26
700,2.31,1.57,1.97,estabilizando,2.1,2.1,2020-04-28,15,2020-09-16 18:31:26
701,2.25,1.55,1.93,estabilizando,2.0,2.0,2020-04-29,15,2020-09-16 18:31:26
702,2.21,1.55,1.89,estabilizando,2.0,2.0,2020-04-30,15,2020-09-16 18:31:26
703,2.15,1.52,1.86,estabilizando,2.0,2.0,2020-05-01,15,2020-09-16 18:31:26
704,2.11,1.51,1.83,estabilizando,1.9,1.9,2020-05-02,15,2020-09-16 18:31:26
705,2.08,1.51,1.81,estabilizando,1.9,1.9,2020-05-03,15,2020-09-16 18:31:26
706,2.05,1.5,1.8,estabilizando,1.9,1.9,2020-05-04,15,2020-09-16 18:31:26
707,2.04,1.52,1.8,estabilizando,1.8,1.8,2020-05-05,15,2020-09-16 18:31:26
708,2.02,1.52,1.8,estabilizando,1.8,1.8,2020-05-06,15,2020-09-16 18:31:26
709,2.01,1.54,1.78,estabilizando,1.8,1.8,2020-05-07,15,2020-09-16 18:31:26
710,1.98,1.53,1.76,estabilizando,1.8,1.8,2020-05-08,15,2020-09-16 18:31:26
711,1.95,1.52,1.74,estabilizando,1.8,1.8,2020-05-09,15,2020-09-16 18:31:26
712,1.92,1.5,1.73,estabilizando,1.8,1.8,2020-05-10,15,2020-09-16 18:31:26
713,1.91,1.51,1.73,estabilizando,1.8,1.8,2020-05-11,15,2020-09-16 18:31:26
714,1.92,1.54,1.74,estabilizando,1.8,1.8,2020-05-12,15,2020-09-16 18:31:26
715,1.92,1.55,1.75,estabilizando,1.7,1.7,2020-05-13,15,2020-09-16 18:31:26
716,1.92,1.57,1.76,estabilizando,1.7,1.7,2020-05-14,15,2020-09-16 18:31:26
717,1.9,1.56,1.75,estabilizando,1.7,1.7,2020-05-15,15,2020-09-16 18:31:26
718,1.88,1.56,1.73,estabilizando,1.7,1.7,2020-05-16,15,2020-09-16 18:31:26
719,1.85,1.54,1.71,estabilizando,1.7,1.7,2020-05-17,15,2020-09-16 18:31:26
720,1.82,1.52,1.69,estabilizando,1.7,1.7,2020-05-18,15,2020-09-16 18:31:26
721,1.8,1.51,1.67,estabilizando,1.7,1.7,2020-05-19,15,2020-09-16 18:31:26
722,1.79,1.51,1.67,estabilizando,1.7,1.7,2020-05-20,15,2020-09-16 18:31:26
723,1.79,1.52,1.67,estabilizando,1.7,1.7,2020-05-21,15,2020-09-16 18:31:26
724,1.78,1.52,1.66,estabilizando,1.7,1.7,2020-05-22,15,2020-09-16 18:31:26
725,1.78,1.53,1.67,estabilizando,1.7,1.7,2020-05-23,15,2020-09-16 18:31:26
726,1.76,1.52,1.65,estabilizando,1.7,1.7,2020-05-24,15,2020-09-16 18:31:26
727,1.75,1.52,1.64,estabilizando,1.7,1.7,2020-05-25,15,2020-09-16 18:31:26
728,1.73,1.5,1.63,estabilizando,1.7,1.7,2020-05-26,15,2020-09-16 18:31:26
729,1.7,1.48,1.6,estabilizando,1.6,1.6,2020-05-27,15,2020-09-16 18:31:26
730,1.66,1.45,1.57,estabilizando,1.6,1.6,2020-05-28,15,2020-09-16 18:31:26
731,1.61,1.4,1.52,estabilizando,1.6,1.6,2020-05-29,15,2020-09-16 18:31:26
732,1.56,1.36,1.47,estabilizando,1.6,1.6,2020-05-30,15,2020-09-16 18:31:26
733,1.52,1.32,1.44,estabilizando,1.6,1.6,2020-05-31,15,2020-09-16 18:31:26
734,1.49,1.3,1.4,estabilizando,1.5,1.5,2020-06-01,15,2020-09-16 18:31:26
735,1.47,1.28,1.39,estabilizando,1.5,1.5,2020-06-02,15,2020-09-16 18:31:26
736,1.46,1.27,1.38,estabilizando,1.5,1.5,2020-06-03,15,2020-09-16 18:31:26
737,1.45,1.26,1.37,estabilizando,1.4,1.4,2020-06-04,15,2020-09-16 18:31:26
738,1.45,1.27,1.37,estabilizando,1.4,1.4,2020-06-05,15,2020-09-16 18:31:26
739,1.44,1.26,1.36,estabilizando,1.4,1.4,2020-06-06,15,2020-09-16 18:31:26
740,1.43,1.25,1.35,estabilizando,1.4,1.4,2020-06-07,15,2020-09-16 18:31:26
741,1.4,1.22,1.33,estabilizando,1.4,1.4,2020-06-08,15,2020-09-16 18:31:26
742,1.37,1.2,1.29,estabilizando,1.4,1.4,2020-06-09,15,2020-09-16 18:31:26
743,1.33,1.16,1.26,estabilizando,1.3,1.3,2020-06-10,15,2020-09-16 18:31:26
744,1.3,1.13,1.22,estabilizando,1.3,1.3,2020-06-11,15,2020-09-16 18:31:26
745,1.26,1.09,1.19,estabilizando,1.3,1.3,2020-06-12,15,2020-09-16 18:31:26
746,1.24,1.07,1.17,estabilizando,1.3,1.3,2020-06-13,15,2020-09-16 18:31:26
747,1.22,1.05,1.15,estabilizando,1.2,1.2,2020-06-14,15,2020-09-16 18:31:26
748,1.22,1.05,1.14,estabilizando,1.2,1.2,2020-06-15,15,2020-09-16 18:31:26
749,1.22,1.05,1.14,estabilizando,1.2,1.2,2020-06-16,15,2020-09-16 18:31:26
750,1.22,1.05,1.14,estabilizando,1.2,1.2,2020-06-17,15,2020-09-16 18:31:26
751,1.23,1.06,1.15,estabilizando,1.2,1.2,2020-06-18,15,2020-09-16 18:31:26
752,1.24,1.07,1.16,estabilizando,1.2,1.2,2020-06-19,15,2020-09-16 18:31:26
753,1.24,1.07,1.17,estabilizando,1.2,1.2,2020-06-20,15,2020-09-16 18:31:26
754,1.25,1.08,1.17,estabilizando,1.2,1.2,2020-06-21,15,2020-09-16 18:31:26
755,1.24,1.07,1.17,estabilizando,1.2,1.2,2020-06-22,15,2020-09-16 18:31:26
756,1.23,1.06,1.16,estabilizando,1.2,1.2,2020-06-23,15,2020-09-16 18:31:26
757,1.22,1.06,1.15,estabilizando,1.2,1.2,2020-06-24,15,2020-09-16 18:31:26
758,1.2,1.04,1.13,estabilizando,1.2,1.2,2020-06-25,15,2020-09-16 18:31:26
759,1.18,1.02,1.11,estabilizando,1.2,1.2,2020-06-26,15,2020-09-16 18:31:26
760,1.16,1.0,1.09,estabilizando,1.1,1.1,2020-06-27,15,2020-09-16 18:31:26
761,1.14,0.98,1.07,estabilizando,1.1,1.1,2020-06-28,15,2020-09-16 18:31:26
762,1.12,0.96,1.05,estabilizando,1.1,1.1,2020-06-29,15,2020-09-16 18:31:26
763,1.11,0.95,1.03,estabilizando,1.1,1.1,2020-06-30,15,2020-09-16 18:31:26
764,1.1,0.94,1.02,estabilizando,1.1,1.1,2020-07-01,15,2020-09-16 18:31:26
765,1.09,0.93,1.01,estabilizando,1.1,1.1,2020-07-02,15,2020-09-16 18:31:26
766,1.08,0.91,1.01,estabilizando,1.0,1.0,2020-07-03,15,2020-09-16 18:31:26
767,1.07,0.9,1.0,estabilizando,1.0,1.0,2020-07-04,15,2020-09-16 18:31:26
768,1.07,0.9,1.0,estabilizando,1.0,1.0,2020-07-05,15,2020-09-16 18:31:26
769,1.06,0.89,0.99,estabilizando,1.0,1.0,2020-07-06,15,2020-09-16 18:31:26
770,1.06,0.89,0.99,estabilizando,1.0,1.0,2020-07-07,15,2020-09-16 18:31:26
771,1.05,0.88,0.98,estabilizando,1.0,1.0,2020-07-08,15,2020-09-16 18:31:26
772,1.05,0.88,0.97,estabilizando,1.0,1.0,2020-07-09,15,2020-09-16 18:31:26
773,1.04,0.87,0.97,estabilizando,1.0,1.0,2020-07-10,15,2020-09-16 18:31:26
774,1.04,0.87,0.97,estabilizando,1.0,1.0,2020-07-11,15,2020-09-16 18:31:26
775,1.04,0.87,0.97,estabilizando,1.0,1.0,2020-07-12,15,2020-09-16 18:31:26
776,1.05,0.88,0.97,estabilizando,1.0,1.0,2020-07-13,15,2020-09-16 18:31:26
777,1.05,0.88,0.97,estabilizando,1.0,1.0,2020-07-14,15,2020-09-16 18:31:26
778,1.05,0.88,0.98,estabilizando,1.0,1.0,2020-07-15,15,2020-09-16 18:31:26
779,1.05,0.88,0.98,estabilizando,1.0,1.0,2020-07-16,15,2020-09-16 18:31:26
780,1.05,0.88,0.97,estabilizando,1.0,1.0,2020-07-17,15,2020-09-16 18:31:26
781,1.05,0.88,0.97,estabilizando,1.0,1.0,2020-07-18,15,2020-09-16 18:31:26
782,1.05,0.88,0.97,estabilizando,1.0,1.0,2020-07-19,15,2020-09-16 18:31:26
783,1.04,0.87,0.96,estabilizando,1.0,1.0,2020-07-20,15,2020-09-16 18:31:26
784,1.04,0.87,0.96,estabilizando,1.0,1.0,2020-07-21,15,2020-09-16 18:31:26
785,1.04,0.87,0.96,estabilizando,1.0,1.0,2020-07-22,15,2020-09-16 18:31:26
786,1.03,0.86,0.95,estabilizando,1.0,1.0,2020-07-23,15,2020-09-16 18:31:26
787,1.03,0.86,0.95,estabilizando,1.0,1.0,2020-07-24,15,2020-09-16 18:31:26
788,1.02,0.85,0.94,estabilizando,1.0,1.0,2020-07-25,15,2020-09-16 18:31:26
789,1.01,0.8300000000000001,0.93,estabilizando,1.0,1.0,2020-07-26,15,2020-09-16 18:31:26
790,1.0,0.8200000000000001,0.92,estabilizando,0.9,0.9,2020-07-27,15,2020-09-16 18:31:26
791,0.99,0.81,0.91,estabilizando,0.9,0.9,2020-07-28,15,2020-09-16 18:31:26
792,0.97,0.79,0.9,estabilizando,0.9,0.9,2020-07-29,15,2020-09-16 18:31:26
793,0.96,0.78,0.89,estabilizando,0.9,0.9,2020-07-30,15,2020-09-16 18:31:26
794,0.96,0.78,0.88,estabilizando,0.9,0.9,2020-07-31,15,2020-09-16 18:31:26
795,0.96,0.78,0.88,estabilizando,0.9,0.9,2020-08-01,15,2020-09-16 18:31:26
796,0.96,0.78,0.88,estabilizando,0.9,0.9,2020-08-02,15,2020-09-16 18:31:26
797,0.98,0.8,0.9,estabilizando,0.9,0.9,2020-08-03,15,2020-09-16 18:31:26
798,1.0,0.8200000000000001,0.92,estabilizando,0.9,0.9,2020-08-04,15,2020-09-16 18:31:26
799,1.03,0.85,0.94,estabilizando,0.9,0.9,2020-08-05,15,2020-09-16 18:31:26
800,1.05,0.87,0.97,estabilizando,0.9,0.9,2020-08-06,15,2020-09-16 18:31:26
801,1.08,0.9,0.99,estabilizando,0.9,0.9,2020-08-07,15,2020-09-16 18:31:26
802,1.09,0.91,1.01,estabilizando,0.9,0.9,2020-08-08,15,2020-09-16 18:31:26
803,1.1,0.92,1.01,estabilizando,1.0,1.0,2020-08-09,15,2020-09-16 18:31:26
804,1.1,0.92,1.01,estabilizando,1.0,1.0,2020-08-10,15,2020-09-16 18:31:26
805,1.09,0.91,1.01,estabilizando,1.0,1.0,2020-08-11,15,2020-09-16 18:31:26
806,1.08,0.9,1.0,estabilizando,1.0,1.0,2020-08-12,15,2020-09-16 18:31:26
807,1.07,0.89,0.99,estabilizando,1.0,1.0,2020-08-13,15,2020-09-16 18:31:26
808,1.06,0.88,0.98,estabilizando,1.0,1.0,2020-08-14,15,2020-09-16 18:31:26
809,1.06,0.88,0.98,estabilizando,1.0,1.0,2020-08-15,15,2020-09-16 18:31:26
810,1.05,0.87,0.97,estabilizando,1.0,1.0,2020-08-16,15,2020-09-16 18:31:26
811,1.05,0.87,0.96,estabilizando,1.0,1.0,2020-08-17,15,2020-09-16 18:31:26
812,1.05,0.87,0.97,estabilizando,1.0,1.0,2020-08-18,15,2020-09-16 18:31:26
813,1.05,0.87,0.97,estabilizando,1.0,1.0,2020-08-19,15,2020-09-16 18:31:26
814,1.06,0.88,0.98,estabilizando,1.0,1.0,2020-08-20,15,2020-09-16 18:31:26
815,1.08,0.9,1.0,estabilizando,1.0,1.0,2020-08-21,15,2020-09-16 18:31:26
816,1.1,0.92,1.02,estabilizando,1.0,1.0,2020-08-22,15,2020-09-16 18:31:26
817,1.11,0.93,1.03,estabilizando,1.0,1.0,2020-08-23,15,2020-09-16 18:31:26
818,1.12,0.94,1.04,estabilizando,1.0,1.0,2020-08-24,15,2020-09-16 18:31:26
819,1.12,0.94,1.04,estabilizando,1.0,1.0,2020-08-25,15,2020-09-16 18:31:26
820,1.11,0.93,1.03,estabilizando,1.0,1.0,2020-08-26,15,2020-09-16 18:31:26
821,1.09,0.91,1.01,estabilizando,1.0,1.0,2020-08-27,15,2020-09-16 18:31:26
822,1.07,0.89,0.99,estabilizando,1.0,1.0,2020-08-28,15,2020-09-16 18:31:26
823,1.05,0.87,0.97,estabilizando,1.0,1.0,2020-08-29,15,2020-09-16 18:31:26
824,1.04,0.86,0.96,estabilizando,1.0,1.0,2020-08-30,15,2020-09-16 18:31:26
825,1.03,0.85,0.95,estabilizando,1.0,1.0,2020-08-31,15,2020-09-16 18:31:26
826,1.02,0.84,0.94,estabilizando,1.0,1.0,2020-09-01,15,2020-09-16 18:31:26
827,1.02,0.84,0.93,estabilizando,1.0,1.0,2020-09-02,15,2020-09-16 18:31:26
828,1.01,0.8300000000000001,0.93,estabilizando,1.0,1.0,2020-09-03,15,2020-09-16 18:31:26
829,1.01,0.8300000000000001,0.93,estabilizando,0.9,0.9,2020-09-04,15,2020-09-16 18:31:26
830,1.02,0.84,0.93,estabilizando,0.9,0.9,2020-09-05,15,2020-09-16 18:31:26
831,7.84,0.67,3.0,estabilizando,,,2020-03-29,16,2020-09-16 18:31:26
832,7.13,0.66,2.9,estabilizando,,,2020-03-30,16,2020-09-16 18:31:26
833,6.66,0.67,2.82,estabilizando,,,2020-03-31,16,2020-09-16 18:31:26
834,6.3100000000000005,0.68,2.75,estabilizando,,,2020-04-01,16,2020-09-16 18:31:26
835,6.47,0.77,2.96,estabilizando,,,2020-04-02,16,2020-09-16 18:31:26
836,5.95,0.75,2.81,estabilizando,,,2020-04-03,16,2020-09-16 18:31:26
837,5.89,0.8200000000000001,2.93,estabilizando,2.9,2.9,2020-04-04,16,2020-09-16 18:31:26
838,5.69,0.89,2.97,estabilizando,2.9,2.9,2020-04-05,16,2020-09-16 18:31:26
839,5.65,1.04,3.15,estabilizando,2.9,2.9,2020-04-06,16,2020-09-16 18:31:26
840,5.61,1.27,3.35,estabilizando,3.0,3.0,2020-04-07,16,2020-09-16 18:31:26
841,5.33,1.41,3.34,estabilizando,3.1,3.1,2020-04-08,16,2020-09-16 18:31:26
842,5.09,1.57,3.33,estabilizando,3.1,3.1,2020-04-09,16,2020-09-16 18:31:26
843,4.75,1.62,3.21,estabilizando,3.2,3.2,2020-04-10,16,2020-09-16 18:31:26
844,4.42,1.63,3.06,estabilizando,3.2,3.2,2020-04-11,16,2020-09-16 18:31:26
845,4.0600000000000005,1.56,2.84,estabilizando,3.2,3.2,2020-04-12,16,2020-09-16 18:31:26
846,3.77,1.5,2.67,estabilizando,3.1,3.1,2020-04-13,16,2020-09-16 18:31:26
847,3.49,1.41,2.49,estabilizando,3.0,3.0,2020-04-14,16,2020-09-16 18:31:26
848,3.25,1.33,2.32,estabilizando,2.8,2.8,2020-04-15,16,2020-09-16 18:31:26
849,3.01,1.22,2.14,estabilizando,2.7,2.7,2020-04-16,16,2020-09-16 18:31:26
850,2.81,1.12,2.0,estabilizando,2.5,2.5,2020-04-17,16,2020-09-16 18:31:26
851,2.65,1.05,1.87,estabilizando,2.3,2.3,2020-04-18,16,2020-09-16 18:31:26
852,2.5500000000000003,1.02,1.78,estabilizando,2.2,2.2,2020-04-19,16,2020-09-16 18:31:26
853,2.4,0.92,1.69,estabilizando,2.0,2.0,2020-04-20,16,2020-09-16 18:31:26
854,2.35,0.92,1.65,estabilizando,1.9,1.9,2020-04-21,16,2020-09-16 18:31:26
855,2.33,0.94,1.65,estabilizando,1.8,1.8,2020-04-22,16,2020-09-16 18:31:26
856,2.32,0.96,1.67,estabilizando,1.8,1.8,2020-04-23,16,2020-09-16 18:31:26
857,2.34,1.02,1.72,estabilizando,1.7,1.7,2020-04-24,16,2020-09-16 18:31:26
858,2.39,1.12,1.76,estabilizando,1.7,1.7,2020-04-25,16,2020-09-16 18:31:26
859,2.37,1.14,1.8,estabilizando,1.7,1.7,2020-04-26,16,2020-09-16 18:31:26
860,2.37,1.19,1.81,estabilizando,1.7,1.7,2020-04-27,16,2020-09-16 18:31:26
861,2.33,1.2,1.8,estabilizando,1.7,1.7,2020-04-28,16,2020-09-16 18:31:26
862,2.29,1.21,1.77,estabilizando,1.8,1.8,2020-04-29,16,2020-09-16 18:31:26
863,2.24,1.2,1.75,estabilizando,1.8,1.8,2020-04-30,16,2020-09-16 18:31:26
864,2.21,1.21,1.74,estabilizando,1.8,1.8,2020-05-01,16,2020-09-16 18:31:26
865,2.21,1.25,1.76,estabilizando,1.8,1.8,2020-05-02,16,2020-09-16 18:31:26
866,2.22,1.3,1.79,estabilizando,1.8,1.8,2020-05-03,16,2020-09-16 18:31:26
867,2.24,1.36,1.83,estabilizando,1.8,1.8,2020-05-04,16,2020-09-16 18:31:26
868,2.23,1.39,1.84,estabilizando,1.8,1.8,2020-05-05,16,2020-09-16 18:31:26
869,2.21,1.41,1.85,estabilizando,1.8,1.8,2020-05-06,16,2020-09-16 18:31:26
870,2.17,1.41,1.81,estabilizando,1.8,1.8,2020-05-07,16,2020-09-16 18:31:26
871,2.09,1.36,1.76,estabilizando,1.8,1.8,2020-05-08,16,2020-09-16 18:31:26
872,2.02,1.32,1.7,estabilizando,1.8,1.8,2020-05-09,16,2020-09-16 18:31:26
873,1.94,1.27,1.62,estabilizando,1.8,1.8,2020-05-10,16,2020-09-16 18:31:26
874,1.87,1.22,1.56,estabilizando,1.7,1.7,2020-05-11,16,2020-09-16 18:31:26
875,1.82,1.19,1.53,estabilizando,1.7,1.7,2020-05-12,16,2020-09-16 18:31:26
876,1.8,1.19,1.51,estabilizando,1.6,1.6,2020-05-13,16,2020-09-16 18:31:26
877,1.78,1.18,1.51,estabilizando,1.6,1.6,2020-05-14,16,2020-09-16 18:31:26
878,1.77,1.19,1.51,estabilizando,1.6,1.6,2020-05-15,16,2020-09-16 18:31:26
879,1.77,1.21,1.5,estabilizando,1.5,1.5,2020-05-16,16,2020-09-16 18:31:26
880,1.74,1.19,1.49,estabilizando,1.5,1.5,2020-05-17,16,2020-09-16 18:31:26
881,1.73,1.2,1.48,estabilizando,1.5,1.5,2020-05-18,16,2020-09-16 18:31:26
882,1.72,1.2,1.48,estabilizando,1.5,1.5,2020-05-19,16,2020-09-16 18:31:26
883,1.71,1.2,1.48,estabilizando,1.5,1.5,2020-05-20,16,2020-09-16 18:31:26
884,1.73,1.24,1.49,estabilizando,1.5,1.5,2020-05-21,16,2020-09-16 18:31:26
885,1.73,1.25,1.51,estabilizando,1.5,1.5,2020-05-22,16,2020-09-16 18:31:26
886,1.75,1.29,1.52,estabilizando,1.5,1.5,2020-05-23,16,2020-09-16 18:31:26
887,1.75,1.3,1.54,estabilizando,1.5,1.5,2020-05-24,16,2020-09-16 18:31:26
888,1.75,1.31,1.55,estabilizando,1.5,1.5,2020-05-25,16,2020-09-16 18:31:26
889,1.75,1.33,1.55,estabilizando,1.5,1.5,2020-05-26,16,2020-09-16 18:31:26
890,1.74,1.33,1.55,estabilizando,1.5,1.5,2020-05-27,16,2020-09-16 18:31:26
891,1.71,1.31,1.53,estabilizando,1.5,1.5,2020-05-28,16,2020-09-16 18:31:26
892,1.69,1.3,1.52,estabilizando,1.5,1.5,2020-05-29,16,2020-09-16 18:31:26
893,1.67,1.29,1.5,estabilizando,1.5,1.5,2020-05-30,16,2020-09-16 18:31:26
894,1.65,1.28,1.48,estabilizando,1.5,1.5,2020-05-31,16,2020-09-16 18:31:26
895,1.62,1.26,1.46,estabilizando,1.5,1.5,2020-06-01,16,2020-09-16 18:31:26
896,1.6,1.25,1.45,estabilizando,1.5,1.5,2020-06-02,16,2020-09-16 18:31:26
897,1.58,1.24,1.42,estabilizando,1.5,1.5,2020-06-03,16,2020-09-16 18:31:26
898,1.56,1.23,1.4,estabilizando,1.5,1.5,2020-06-04,16,2020-09-16 18:31:26
899,1.52,1.19,1.38,estabilizando,1.4,1.4,2020-06-05,16,2020-09-16 18:31:26
900,1.5,1.18,1.35,estabilizando,1.4,1.4,2020-06-06,16,2020-09-16 18:31:26
901,1.47,1.15,1.33,estabilizando,1.4,1.4,2020-06-07,16,2020-09-16 18:31:26
902,1.46,1.15,1.32,estabilizando,1.4,1.4,2020-06-08,16,2020-09-16 18:31:26
903,1.44,1.13,1.3,estabilizando,1.4,1.4,2020-06-09,16,2020-09-16 18:31:26
904,1.44,1.14,1.3,estabilizando,1.3,1.3,2020-06-10,16,2020-09-16 18:31:26
905,1.42,1.12,1.29,estabilizando,1.3,1.3,2020-06-11,16,2020-09-16 18:31:26
906,1.42,1.13,1.28,estabilizando,1.3,1.3,2020-06-12,16,2020-09-16 18:31:26
907,1.41,1.12,1.28,estabilizando,1.3,1.3,2020-06-13,16,2020-09-16 18:31:26
908,1.4,1.11,1.27,estabilizando,1.3,1.3,2020-06-14,16,2020-09-16 18:31:26
909,1.4,1.12,1.27,estabilizando,1.3,1.3,2020-06-15,16,2020-09-16 18:31:26
910,1.39,1.11,1.27,estabilizando,1.3,1.3,2020-06-16,16,2020-09-16 18:31:26
911,1.39,1.11,1.27,estabilizando,1.3,1.3,2020-06-17,16,2020-09-16 18:31:26
912,1.4,1.13,1.28,estabilizando,1.3,1.3,2020-06-18,16,2020-09-16 18:31:26
913,1.42,1.15,1.3,estabilizando,1.3,1.3,2020-06-19,16,2020-09-16 18:31:26
914,1.45,1.18,1.34,estabilizando,1.3,1.3,2020-06-20,16,2020-09-16 18:31:26
915,1.5,1.24,1.38,estabilizando,1.3,1.3,2020-06-21,16,2020-09-16 18:31:26
916,1.52,1.26,1.41,estabilizando,1.3,1.3,2020-06-22,16,2020-09-16 18:31:26
917,1.54,1.29,1.43,estabilizando,1.3,1.3,2020-06-23,16,2020-09-16 18:31:26
918,1.53,1.29,1.42,estabilizando,1.4,1.4,2020-06-24,16,2020-09-16 18:31:26
919,1.49,1.25,1.38,estabilizando,1.4,1.4,2020-06-25,16,2020-09-16 18:31:26
920,1.43,1.19,1.33,estabilizando,1.4,1.4,2020-06-26,16,2020-09-16 18:31:26
921,1.36,1.13,1.25,estabilizando,1.4,1.4,2020-06-27,16,2020-09-16 18:31:26
922,1.28,1.05,1.18,estabilizando,1.3,1.3,2020-06-28,16,2020-09-16 18:31:26
923,1.21,0.98,1.11,estabilizando,1.3,1.3,2020-06-29,16,2020-09-16 18:31:26
924,1.15,0.92,1.04,estabilizando,1.2,1.2,2020-06-30,16,2020-09-16 18:31:26
925,1.11,0.88,1.0,estabilizando,1.2,1.2,2020-07-01,16,2020-09-16 18:31:26
926,1.09,0.86,0.98,estabilizando,1.1,1.1,2020-07-02,16,2020-09-16 18:31:26
927,1.07,0.8300000000000001,0.97,estabilizando,1.1,1.1,2020-07-03,16,2020-09-16 18:31:26
928,1.07,0.8300000000000001,0.97,estabilizando,1.0,1.0,2020-07-04,16,2020-09-16 18:31:26
929,1.07,0.8300000000000001,0.97,estabilizando,1.0,1.0,2020-07-05,16,2020-09-16 18:31:26
930,1.07,0.8300000000000001,0.96,estabilizando,1.0,1.0,2020-07-06,16,2020-09-16 18:31:26
931,1.07,0.8300000000000001,0.96,estabilizando,1.0,1.0,2020-07-07,16,2020-09-16 18:31:26
932,1.07,0.8300000000000001,0.96,estabilizando,1.0,1.0,2020-07-08,16,2020-09-16 18:31:26
933,1.07,0.8300000000000001,0.95,estabilizando,1.0,1.0,2020-07-09,16,2020-09-16 18:31:26
934,1.06,0.81,0.95,estabilizando,1.0,1.0,2020-07-10,16,2020-09-16 18:31:26
935,1.06,0.81,0.95,estabilizando,1.0,1.0,2020-07-11,16,2020-09-16 18:31:26
